"reviewer_username","review_title","review_date","review_text","rating"
"EJK-3","another try","11 December 2000","well i hated this movie the first time. so one year lated i rented it again to see ""what was i missing???""

well i am missing a brain for thinking that it might improve with age or a second time around

it doesn't ==== as a matter of fact it gets worse.

i don't get the big deal -=------ it is NOT scary, NOT entertaining, does NOT hold your interest, it does NOT have good characters, it does NOT make you think. it isn't even mindless fun.

it is just stupid and annoying and a complete waste of time. i guess one can never underestimate the taste of the public at large. this movie deserved to make $0.

i still think the entire budget of the movie went to beer and pizza. and twigs and rocks.

made me save money by NOT going to see Blair Witch 2.","1"
"psycholemming","Is there a zero option in that voting menu?","13 January 2001","Is there? Because if there is, I want to see it. I went to see this movie because all my friends told me that it would scare me. I've never been even remotely frightened by a movie before. This movie didn't even come close to scaring me. It was so unbelievably asinine and stupid that I can't believe it even got picked up for distribution, much less called ""great"". I can't believe it made the amount of money it did. I should have demanded a refund. Let's put it this way -- if I took a few of my friends into the woods, with a video camera, and made scary noises at them so that they could pretend to scream, it would undoubtedly be scarier and superior to this movie. I'm sorry, but those ""blair witch"" noises sounded exactly like someone playing a prank on them. A waste of my $7.","1"
"pperot1-386-365016","One of the GREATEST horror movies, EVER.","6 August 2021","Maybe one of the greatest movies period, BWP is a cinematic masterpiece, easily in my top 10. If you have even the slightest bit of imagination, ignore the haters. 90 percent of those people were looking for your conventional horror movie: bs jump scares, gratuitous gore, and everything spelled out for them so they don't get the brain pain. I don't think that every indie film is great (far from it really). And I don't think a movie should get kudos just because it is original. But THIS indie film, and THIS original idea is just about perfect.

I would consider myself a huge horror movie fan, and I've seen A LOT. But few movies, if any, have legitimately terrified me like this one. I'm a grown man and I get chills when I think of Josh's agonizing cries distantly in the forest, the bundle of sticks with his teeth in them, and most of all Mike standing in the corner. Hell, even the piles of rocks surrounding their tent when they wake up is creepy. And THAT'S one of the reasons why this movie is so great. All the people saying ""where the hell was the witch?????"" are missing the point of this psychological gem. A witch and concrete answers would have ruined this; the beauty is in the ambiguity. YOU decide what happened. The movie gives you exactly the right amount of tools to do so.

If you still think this movie is lame, at least try your hardest to put yourself in their shoes. Just imagine being lost for days in alleged haunted woods. If that happened to you, that alone would be scary as hell. But then increasingly weird and unexplainable stuff keeps happening as you decend deeper and deeper into madness. The acting is actually terrific! Ok, I can see people getting annoyed at the high pitched irritating girl, and the up-nose crying shot is easily parodied. But everything they did was GENUINE. Hell, I'm not even that big of a fan of found footage movies, but this one actually almost makes you forget it's a movie.

Screw the marketing campaign and faux documentaries. Screw the legacy and impact on horror movies BWP has had, starting a new sub-genre. Having such an impact makes it imprortant, but not necessarily good. What makes it good is itself, alone, as just one movie that is 81 minutes of genius. I honestly just can't say enough about this movie. It's perfection.","10"
"brianlion","SO BAD, IT'S SCARY","7 November 2002","This is the worst waste of film I have ever witnessed in my life. I cannot fathom what people who loved this movie are thinking. WOW! The ""actors"" seem to be talking off the cuff, the script- if there was one, lacked any imagination or anything clever to say. Movies that have parodied this crappy movie do a better job of conveying fear. I understand the premise, of course. Make the movie appear like a home movie where some young people encounter some weird and horrific experiences. The problem is, most vacation home movies are more compelling and clever. Whenever there was a hint of tension, the actor would swear or scream, for lack of anything better they could think of. This film experience was memorable to me and those who watched it with me, for one reason. It is easily the worst I have ever seen. It makes ""Freddie Got Fingered"" look like ""Gone With The Wind""- which is where ""Blair Witch project"" should go.","1"
"Chasuk","Most Over-hyped Movie I've Ever Seen","16 February 2001","I've seen worse movies, but not many. Yes, I like horror films. Yes, I can distinguish cheap, sensationalistic splatter-horror from from the more chilling, show-less-and-frighten-more variety (and I prefer the latter to the former).

I still hated Blair Witch. I don't lack imagination, but this movie certainly did. I've seen Tampax commercials that filled me with greater fear. The film lacked wit, style, story, plot, suspense, or verve. I don't need expensive cinematography or stellar acting, but a film does need something to redeem itself (other than a sophomoric, if marginally clever, idea), and this film did not have it.

It is unfortunate that a bad movie has come to represent to many the epitome of independent cinema. For a real horror masterpiece, see Ringu (The Ring), which, though it was probably filmed on a larger budget, worked because of talented direction and great storyline.",NA
"kate-911-98899","Amazing & creative","27 October 2015","Saw this when I was 14 when it came out and it literally scarred me for life. I remember it haunted me for the whole night after I saw it, and it took a LOT of maturity to be able to enjoy our family cabin again, especially at night.

I just watched it again as a31 year old woman, and it is still terrifying. It was weirdly nostalgic for me to see some of the scenes at the end-the bloody tongue, the kids running through the night, etc. heather's screams at the very end are absolutely bone chilling.

I think it's wonderfully creative. The gradual build up from the documentary intro was brilliant. Also, just remember with all the ""found footage"" horror now coming out, THIS was the first one. No one had ever seen anything like it. The ONLY thing that could've made it slightly better, and I really hate to say that bc I honestly loved it, is if they made the characters a little more sympathetic. Everything else was completely legit.

I think a lot of times people think they sound cool and smart bc they don't like something, and those people kinda suck.","10"
"Michael_Elliott","A Classic in the Genre","25 October 2009","Blair Witch Project, The (1999)

**** (out of 4)

The story is known by everyone as three filmmakers go into the wood to tell the story of the Blair Witch and soon they find themselves lost with something apparently coming for them. I remember the hype surrounding this film quite well and I remember my two viewings in the theater when the film originally opened. It's been about six years or more since I last watched the film so I was very curious going in as to how the film would hold up. After viewing the film I think it still holds up remarkably well and even though the hype has died down and much hates has been thrown upon the film, it still remains a rather chilling and all too realistic venture into basic fears. I think these basic fears can be the dark, being lost or hearing something when you shouldn't be hearing anything. These are three elements that make this film so effective because there isn't any blood, no monster, no killer and whatever is out there is something we never see. I think the greatness of the film, and something very important, is that the viewer is put into the action to where you can feel everything that the three filmmakers are going through. If you can imagine yourself lost in the woods then you should be able to know the fears going on with the filmmakers here. The movie does a marvelous job at various things but one is the start of the thing when we learn the history of the curse through the documentary set up. A perfect move. We hear from locals, various myths and then we slowly get put into the action. The set up wasn't original as the ""lost video footage"" was used in CANNIBAL HOLOCAUST nearly twenty years earlier but the effectiveness of this film is that it takes that lost footage and uses it again the viewer to assault their fears. The performances are all very raw but that makes them effective in terms of everything going on. The direction and use of two cameras is also very effective but the most chilling aspect of the film is without a doubt its ending. I won't spoil anything but the final shot before the hit still send chills down my spine no matter how many times I've seen the film. Over the years this film has found many critics to hate on it but this is something that happens with countless popular horror films, which is a real shame. In a day and age where we can see anything, it's refreshing to watch a movie like this that shows us absolutely nothing yet works on every level.",NA
"trumpman30","Waste of time..","17 April 2002","I spent about an hour and a half sitting around in my living room on halloween waiting for something...anything to happen. Just when I thought it was coming to the big climax at the end in the house, nothing happens....big surprise.

This movie is a complete waste of time..there is nothing scary about it unless you find filming shots of the woods, watching swearing teens, listening to a high pitched annoying girl voice (that was pretty scary), watching film from inside a tent with cheap sound effects playing outside, or watching a wobbly camera run through the woods at night (cant see anything), then you should skip this movie. If I was out in the middle of the woods, I too would decide to throw away my only way of finding my way around..my map. This movie had a weak, if any plot. This movie was one of the biggest let downs I have ever seen, and I've seen ""Batman and Robin.""

I've never seen BWP 2, but it's anything like this movie, it will be equally bad if not worse, because I would have to waste another 90 minutes of my life.","1"
"jprice-38253","The Godfather of Found Footage Horror","26 November 2021","People gotta understand that you don't always have to see the thing or that creature or whatever it is that has to be seen on camera JUST to be scary. Those are literally most of the bad reviews lol. What people don't understand these days unfortunately, is that it's scarier when you can only feel or hear the presence of something, rather than seeing it. It completely leaves a viewer's imagination open into letting them envision something for themselves. And this is something The Blair Witch Project did very correctly. They didn't rush it. They didn't show the supposed ""witch"" on camera. They gave us a very chilling aspect to where us as an audience can only hear the terror of what is going on, hear the screams, hear what is happening, and our brain senses something obviously but we CAN'T see it. Only hear it. THAT is why this is so freaking creepy. It's kind of a shame many people bash and put this down so much. This film was literally what started the spread and the rise of the Found Footage Horror sub genre. And there's been a quite a few good found footage films that have been made the past decade or so. But for The Blair Witch Project, it'll always be in its very highest spot above all found footage movies. An eerie piece that doesn't make you look or see the horror, but only hear it....freaky....","10"
"preppy-3","Over-hyped","1 November 1999","This is a VERY low-budget horror film that was WAY over-hyped! It's about three college students who go into the woods for a weekend to see if the legend of the Blair Witch is real. They film themselves all weekend long. Then they get lost, run low on food and water and some REAL spooky things happen...

The moments when they're hearing noises and voices in the dark are VERY scary (especially somebody calling them from a distance). But that's it. There's nothing inventive plot wise, the characters are REAL annoying (Heather was particularly annoying--she never shut up!) and the camera-work made me seasick. Also all the horror in this is implied and never shown. There's nothing wrong with that but add that with the above ingredients and you got a very exasperating film. Basically I was never scared once...but I was bored a LOT!

Also what's all this hype about the ""incredible"" ending? The ending was telegraphed at least a half hour before it happened! I really don't like this film, but I think it's because of the nonstop hype on it. You might like it, but set your expectation on low.","1"
"SnoopyStyle","Birth of a sub-genre","4 October 2014","In October 1994, three film students Heather Donahue, Josh Leonard and Mike Williams (their real names) disappeared in the woods near Burkittsville, Maryland. A year later, their cameras are found. There is a local legend of The Blair Witch and missing children. They were there to do a documentary.

This is the granddaddy of the found footage movies. This could be scary if the audience buys into the film as real. I didn't and it's not scary for me. It's a little too shaky and rambling. I am reminded of Michael Moore talking about what a revelation the tripod is. Also the start is excruciatingly slow. It's an interesting idea that birthed a whole new genre. That's no easy task. However, it achieves very little more than that for me. It is more dizzying than frightening.","6"
"Nightman85","Its all about what you don't see....","10 January 2008","Smash-hit independent horror film made quite an impression on the audiences of 1999 for good reason.

Three student film makers go into the Maryland woods to make a documentary about a legendary witch. When they suddenly find themselves lost, they end-up becoming part of the legend themselves!

Clever film is played out as a 'real' occurrence from beginning to end and frankly many viewers at the time thought it was indeed real footage shot by real missing students! Of course, it isn't, but it still went down as a landmark film of the decade. Although many people have mixed feelings about this movie, it's a unique film that pays off chillingly well for horror fans.

This movie is all about mystery, atmosphere, and the unknown - all of which are themes that pay off well as the increasingly dark story unfolds. There's plenty of memorable moments to be had (the scene that pays homage to The Devil and Tom Walker is especially horrific) and it all builds to an intense climax that is truly eerie. The young stars (Donahue, Leonard, and Williams) are likable and sympathetic characters, even as their desperation drives them to anger and fear. The setting of the autumn wilderness is effectively unsettling, the old house used for the finale being particularly creepy.

While some people laugh it off, which is a shame, this fan enjoys this film for it's sheer simplistic brilliance. After all it's not only one of the biggest independent films ever but quite possibly the smartest horror film of the 90's. A solid winner that deserves more respect.

**** out of ****","10"
"basilisksamuk","Fear of twigs and string","3 March 2013","1 THE SCAM Apparently there is a very scary film called ""The Blair Witch Project"". It is famous for the fact that, although it was made very cheaply using hand held video cameras and the like, it is really, really scary. In fact so scary that it is best to make sure you are wearing your brown trousers before entering the cinema. I thought I was going to see this film but my local cinema tricked me by showing a crap film of the same name which was so badly made that no one else would have been fooled by it. Also it was clearly a fake version as it had zero scares in it. In fact it wasn't a horror film at all but a very bad film made by art students mistaking noise for art who couldn't scare my cat, Xena, who is frightened of anything containing atoms.

2 MY THEORY Urban youth in western countries no longer have any initiation rites or rites of passage. Very few of them even go camping anymore and most of them have little experience with things found in the natural world e.g. trees, leaves. Therefore the very idea of spending a night out in the woods fills them with existential dread and they find it easy to identify with the very unpleasant and very whiney stars of this film. Like the characters in the film they are terrified by the sight of a few twigs held together with bits of string or small mounds of rocks. It's sad I know but what other explanation could there be for fear engendered in some viewers of this film? For anyone who has ever spent a night out in the woods it will forever be a mystery why anyone should be prone to fear of twigs and rocks. All we can hope to do is reach out our hearts to those poor young folk living in daily dread of post traumatic twig disorder after seeing this film.

3 THE ART OF THE UNSEEN I've always thought that The Haunting (original B&W Robert Wise version) to be the scariest film of all time and will brook no argument. In the proper version of The Haunting the viewer never sees what the horrible thing(s) are that hang out in Hill House but nevertheless the lack of gore and the feverish workings of the viewer's imagination supplied all that was necessary to scare the s**t out of said viewer. Presumably the makers of Blair Witch had the same idea. They failed. Miserably.

4 THE ART OF NOISE Another superb feature of The Haunting was the dramatic use of sound to create a feeling of overwhelming terror. Had the Blair Witch makers attempted to engineer the soundtrack and sound effects more professionally I believe they could have turned a deeply s**t movie into one that was at least acceptably a bit prone to cause viewers to worry, a little. They didn't. Instead they opted for making the potentially scary noises inaudible and cranked up the sound of twigs rubbing together until they overpowered everything else on the soundtrack.

5 HOW TO COPE WITH SEEING THIS FILM You may or may not be familiar with my dictum that all modern films would benefit from having half an hour cut from their running length. In the case of Blair Witch the film would benefit from having about 75 minutes cut out of its approximately 90 minute running time. In fact, if you are unwise enough to see the entire film you will come out of the cinema convinced that the film ran for at least 17 or 18 hours. In the interests of sanity I advise you to watch until you get to the end of the vox pop scenes and then head smartly for the nearest bar. Have a few good stiff drinks and return to the auditorium to see the last five minutes of the film. This features scenes inside an old house which are accidentally quite good. Then go home and hug a twig.","1"
"andrewjerome","Bland Witch project","5 May 2011","After seeing the Bland Witch Project, now I can understand why so many people ran from the cinemas screaming...they wasted $10 for nothing! This fictional documentary within a pseudo-documentary form may be the most overrated, under-financed piece of film to come down the pike in a long time. Where is the suspense? Where is the involvement? Where is the identification? The spectacle of three film-student types traipsing off cluelessly into an unfamiliar forest with a reported history of gruesome violence is just plain stupid. We know from a printed foreword that the three young film-makers are doomed, and by the time I got to know them a little I didn't much care what happened to them.","1"
"Quinoa1984","One of the scarriest films ever","6 May 2000","This film is not like those usual killer with weapon slasher movies in which everyone in the theater screams when something scary happens. This is the type of film where you watch the proceedings and are so afraid when you leave the theater you feel paralized. Why, because this film is so realistic, it looks like this is actually the footage found in Maryland. But no, it isn't, and that is what makes Eduardo Sanchez and Dan Myrick such good directors. They just give the cameras to the cast and let them run rampant. This film shows what happens when 3 student film-makers (Heather Donahue is excellent in the best female lead of the year, Michael Williams is convincing as a scarred and insane sound man, and Joshua Leonard is exceptional as a mad cameraman) who get lost in the woods of Burkittsville, Maryland. What follows is scarrier than anything I've seen in a really long time, and it is enjoyable (especially in the dark). One of the best films of the year. A++","10"
"manalone923","The biggest marketing scam in movie history. Only people who get scared by OTHER people being scared will like this crap.","1 December 2003","This was a marketing scam that worked... plain and simple. And if you allow me the lengthy explanation, I hope you'll see legitamite reasons why I think it is an utter waste of time. If you don't want to read and either love BWP or instead want something that doesn't suck, go watch ""The Last Broadcast"". It's similar, came first, is better acted, and has an actual ending that makes sense.

The BWP began with a huge ad campaign, in the form of allegedly ""true"" documents and paranoia propaganda that took major advantage of the internet community. It got people out in droves to see what this thing really was. And what it was was an hour and a half of kids with a camera, walking in circles through the woods, working themselves into a paranoid frenzy while building to a climax (spoiler next) that literally delivers nothing.

(Spoiler end.) The premise, and what the online campaign hinted as being true, is this: A small town legend, the Blair Witch, is terrorizing a town and abducting children. Three stupid teens go into the woods armed with a camera and try to film / find evidence of this, and are never heard from again. Their videotape surfaces, and what is on it is mysterious.

Now here's the literal truth of what happened: The two creators of this ""film"" built a long, slow consumer awareness program by leaking supposedly legitamite details of the Blair Witch incidents, like fictitous police reports and interviews. Over several months, people were hearing about the Blair Witch case with the overwhelming sense that it was all real. Then the ""film"" was released in theaters and included what was supposedly the non-fiction video documentary of three kids who disappeared while looking in those woods. The lines of fantasy and reality had been effectively blurred, and people came out in droves to see what was really going on.

Seeing as how the actors in the ""film"" were on Jay Leno that very weekend, I was readily aware that it wasn't real. But I went anyway, out of curiosity. I thoroughly, thoroughly despised what I saw. I didn't have high hopes, since I hadn't yet read the much more entertaining web site stuff. But I was so angry that at the end of the ""film"", I loudly said ""Bulls***! I want my 7 bucks back!"" And was met with rousing applause, and yes, a few boos.

I'm a patient man, and very tolerant. I've seen subtitled, three hour long black and white foreign films. Ever heard of the 50 hour ""Three Kingdoms"" chinese hitorical series? Yeah, I sat through that. I liked Titanic. And I've seen horror movies including Dawn of the Dead, House of 1000 Corpses, the Sixth Sense, Nosferatu, the black and white Frankenstein and Draculas, and even comparably modern junk like the Scream trilogy. And aside from Scream 3, I loved all of it. But with the Blair Witch Project, I was simply offended. I fell victim to a marketing scam, and the fact that some people still call it genius burns me to this day.

This is why. The ""movie"", viewed as itself, is utter garbage. For the fans out there, what are you gauging the movie by? The acting? The plot? The PACING!? Three kids whine, nitpick, argue, and cry throughout the vast majority of it all. There's a scene when the most annoying character, the woman (she's that hideous nose / eye creature you see on the box and probably think is the Blair Witch) breaks down in hysterical, overacted tears simply because the team has made a circle and is crossing the same log they've already crossed. And if you don't mind, here's a spoiler so be prepared: There is no Blair Witch. You see nothing on camera. You hear some noises, see strange clues like wooden sticks. And at the end, during a scene that should have been halfway through the ""movie"", you see a creepy house with some blood on it. Then the movie ends. Period. I do not exagerrate. And I don't HAVE to see something to enjoy it. Jeez, 1997's ""Contact"" was great, for example. But when you build up a movie like this, can you not put SOMETHING up there to qualify my time?

(spoiler done) But you see, we're supposed to buy all that because it's a masterful example of anticipation, suspense, and power of suggestion over visuals, harkening back to the old days when stuff didn't have to be flashy and obvious to be frightening. Well, no, sorry. There is nothing frightening about kids in a tent, crying and shivering, and saying they've heard things. (Poss. Spoiler:) It's a ghost story with no payoff. They, and we, see and hear nothing to suggest anything more horrible than common woodland noises at night. (Spoiler end) The kids work themselves up like schoolchildren and start freaking out so badly that they frighten themselves beyond belief, at nothing. That isn't scary, suspenseful, or playing on my natural fears. If I got afraid just because I saw other people terrified of whatever it was that they were imagining, I would have been a basket case in grade school. And even if scared people WERE enough to scare me, it's still a wash because the majority of the ""movie"" takes place in the daytime, where nothing of importance happens. I go on vacations to other countries and tape less daytime commonalities than these idiots. And Yeah, if a ten minute argument over someone losing the map is scary, then I guess I've just been spoiled by GOOD films like Psycho and The Thing.

And these kids are just horrible to begin with. They're the most annoying bunch I've ever heard, and I was hoping halfway through that the girl would just die to move the plot. But instead, we get lots of arguing, lots of wandering, lots of hysteria, and a few hints of plot like finding an unidentified bloody cloth one morning.

Here, in its simplicity, is why this ""movie"" does not deliver. 1: If it's viewed on its own, without external knowledge of promotional material, the movie is baseless, without support, and with no closure or explanation. Without background information it's a pointless mess, so we must judge it by the material that got us interested in the first place- and that material was far more interesting. 2: If viewed as REAL, one must ignore the fact that it's well known as one of the most fiercely debated and famous films ever. But since the hook was that it might BE real, it's a waste. 3: If one watches it as a MOVIE to be entertained by, it's a dud due to horrible and annoying performances, no pacing or twists, and worst of all, no payoff. It winds up being an amateur film without music, lighting, or a good script.

All I can say is that the fake case history that the creators came up with to sell this crap WAS intruiging, and was more interesting than the ""film"" by leaps and bounds. My cousin struggled to defend his like of the ""movie"" until finally deciding on a reason that satisfied him, and became the only explanation I could possibly buy: That Blair Witch was worth watching simply as a side bonus to the crafted material that he was more interested in. I don't want to insult the people who did like the ""film"", but if you did, that must mean it scared you. Well once you get over the fear, I ask you to watch it again a few times. WHAT scared you? What mood were you in, to where you were actually frightened? Was it simply not knowing what the kids would find? (Spoiler alert) Well now that you know you never see the supposed Witch or anything that is NOT possibly manmade, is it still scary? (Spoiler over). I wasn't scared at all because I knew it was fictitous, and went anyway just to see what was supposedly so good. I was bitterly disappointed to see Blair Witch for what it was: Two guys who took advantage of the gullibility of the public, tempted them, played to their fear, and failed to deliver on a mental, intellectual, or even visual level. The only ""genius"" of the Blair Witch Project is, simply, how well it was used to scam the public. And I truly believe that the only people scared by this ""film"" are people like the kids IN it: People who are scared because it seems like they should be, without even any evidence to support the fear. Sure, you may watch the BWP thinking it'll be scary, and nervous in anticipation of what you might see. But by the end, what did you ACTUALLY see? Don't you feel cheated?

Well if not, what scared you is called mass hysteria, and it worked decades ago with War of the Worlds...Which wasn't even an intentional scam. Oh yeah, it was free too.","1"
"Dale65","if it looks like S%#t, and it sounds like S%#t, then it must be S%#t!","5 August 1999","If you thought that ""Star Wars Episode 1"" was the most over-hyped letdown of the year, get ready. ""The Blair Witch Project"" is so shockingly bad it could have been made by your ninth grade brother's friends on their first camping trip this summer. Shot primarily with a poor quality video (which appears to pre-date steadyshot), ""Blair Witch"" should have had a hard time getting into student film and video festivals based on the poor visual and sound quality alone. Instead, it has won prizes and accolades at both Cannes and Sundance, and has become the new indie darling of film critics most everywhere. But, ""Blair Witch"" is far scarier than many of the critics have even begun to hint at. It's basically 80 minutes of watching amateurs stuck in flat woods, running in circles, with no concept of shot composition, no script, no performance talent, and absolutely no idea of what the hell they are doing. This is the movie that puts the 'horror' in horrible.

""Blair Witch"" is supposed to be about the making of a documentary. Is this supposed to represent a documentary film crew? A girl who is a complete bitch, and two dweebs who act like whiny versions of Beavis and Butt-head. The interminable fits of yelling and screaming will have you bored stiff. Do stick figures made of wood, and the sounds of nearby ""filmmakers"" making funny noises in the woods give you the creeps?...if so, you might actually find this frightening.

Well, as audiences everywhere are finding out (as Cinemascore is indicating), ""The Blair Witch Project"" is not a good film, and certainly not what they were told it would be. Shame on critics making comparisons to horror classics like ""The Exorcist"" and ""The Texas Chainsaw Massacre"". Those were bold masterpieces of terror in which the scripts were solid before production began. Jeez, even ""I Still Know What You Did Last Summer"" was scarier than ""Blair Witch"" (if Jennifer Love's breasts get any bigger...) Any dolt can do what the makers of ""Blair Witch"" have done, just look at the worst home videos your neighbor Larry has in his collection (but Larry knows how to use that tripod his wife bought him last Xmas).

To quote Bart Simpson from that great Halloween episode with Poe's ""The Raven""; ""Do you know what would have been scarier than nothing?.....................ANYTHING!!""","1"
"The_Void","The worst movie of all time","21 November 2003","This film is horrific. It's horrific that it came fifth in Channel 4's scary moment poll; it's horrific that it got good reviews, and it's even more horrific that people actually like this trash. Quite simply, The Blair Witch Project is the worst film of all time. ...and yet somehow, while this film is on the same level of crappyness as films like Freddy got fingered and The Fast and the furious (except Blair Witch isn't as good as those two), I still get the feeling that someone is going to disagree with me.

For the first part of this review, I will be doing things a little differently than usual. Usually I would write out my views of the film in paragraphs, however, this time, to highlight the misinterpretations that people have of this film, I'm going to show you what my TV guide's say:

Named and Shamed 1: 'What's on TV' (The UK's best selling TV magazine)

""Three student film makers get lost in the woods while investigating a legend. Forsaking special effects, this low budget documentary-style fright fest is a return to the basics of what screen horror should be all about - sheer terror""

****/****

Errrr...what? Excuse me, 'Sheer terror', pardon me if I'm wrong, but when I think of sheer terror, getting lost in the woods isn't the first thing that springs to mind. And where the hell did they get 'fright fest' from? I spent most of the movie waiting for something to happen, not being scared out of my wits. sheesh.

Named and Shamed 2: 'Weekend' (The TV magazine that comes free with 'The Daily Mail' on a Saturday)

""How does a film with a tiny budget, no stars and no effects become one of the scariest movies ever? Simple, by making the audience believe that what they are seeing is real. That's the ingenious mind game carried off by this 1999 horror hit, which pretended to be the video diary of three film students lost in a Maryland wood""

****/*****

Well, first off, credit where credit's due, at least they didn't give it full marks. I'll talk more about the mind game thing later but I don't how that makes the film scary, so what something that's not scary but real is somehow scary now? When I was about 10 my grandfather videoed me playing football, that was real, but was it terrifying? No.

I have a more simple answer for their question though: It doesn't.

Named and Shamed 3: Sky TV's information button

""This terrifying film follows three student film makers who went in search if the Blair Witch only to discover the meaning of true horror""

I think this is my favourite of the three comments. 'the meaning of true horror', oh what? So the meaning of true horror is walking around the woods with a camera? sheesh, its ok guys, none of us have anything to worry about ever if that's as bad as it gets.

People seem to think that no gore, no special effects and no big shocks are a good thing. And they can be, if done correctly. Take Rosemary's Baby for example, there is a film that has no gore, no effects and no big jumpy moments, and it worked, know why? It has an idea behind it. The idea that a woman could be carrying the child of the devil is a genuinely frightening idea, it probes into the unknown, and that is a terrifying thing to do. Getting lost in the woods, not only doesn't probe into the unknown (people have been lost in the woods before); it's just genuinely not scary. Maybe getting lost in the woods with a man eating bear might be a scary thought, but just getting lost in the woods isn't. Ok, if you really did get lost in the woods it might be frightening, but for a film, I think we need a bit more plot than that.

For a film to be good, we're not talking Oscar winner here, just merely good, it needs to have several things, including:

a plot a decent script Direction Acting Watchability

Blair Witch doesn't have any of these. Look:

a plot - Plot? What plot? Ok, so we have a reason why they go in the woods, but once they get there, then what? Nothing happens except for them finding a few twigs and stuff hanging from trees. Lame. a decent script - I realise that they were trying to make things look real, which gives the effect that there isn't a script but whereas in most other films the script is used to move the story along, in this film all the script is a bunch of shouting and moaning. I mean, ok, fine you're lost in the woods but surely you wouldn't just sit there shouting at each other all day. Direction - I think it's hard to judge whether or not this was directed. It just looked to me like a bunch of bad camera angles loosely strewn together.

Acting - Wasn't any. Watchability - I can't see any reason to watch this film. I mean watch the film again. It just isn't watchable, the way the camera(s) move is annoying, and it's hard to tell what's going on most of the time. Well, really nothing goes on. The movie's more boring than Streetcar.

The producers of Blair Witch however realised that to sell a film, you don't need those five things, you just need one thing: marketing. And sadly, they were right.

I remember back in 1999 when this crap....err...film was released. Out of nowhere came great reviews, spouting crap like 'it's terrifying'. I didn't go to see it as soon as it came out, but some of my friends and family did, and every single one of them came back saying that it sucked. However, I thought 'uneducated fools, what do they know?' and then guess what? I went to see it and they were right. It's a good job the film wasn't much longer, I reckon I'd have left if it were.

Then we've got this mind game thing. About it being real footage. When I first went to see it this rumour was still ripe and I thought it was really real. Well, actually I was under the impression that this was a film based on actual footage, not the actual footage itself, but anyway, same difference. So how come I still wasn't in the least frightened? And how come even now, now that everyone knows that the rumours aren't true, why do people like the writers of my TV guides say it's scary? why why why? It's too boring to be scary.

I suppose they do deserve some credit for pulling that off though, even I was fooled. But that's credit for the producers, not for the film itself. It's a shame actually that this rumour was done with this film, if it were done for a good film, movie history could have been made. What a waste.

Then we come to the 'utterly horrifying' ending. Well actually, last time I checked, a man stood in the corner while a girl drops a camera isn't scary, but it looks like I'm wrong again. It's horrifying. I realise that at the start someone said that's what happened to a kid or something, but so what? It's still not scary.

One of the (many) main reasons why this film isn't scary is that non of the characters are engaging, or even likable, the audience has no reason at all to like them, so why would we care if one of them has to stand in the corner? Even if it was frightening, who cares? For a good example of something horrifying happening to someone, see The Wicker Man. The Wicker Man did a good job of making itself scary because the character of Sgt Howie was portrayed as being likable so the audience could identify with him, and so when his time came, we felt empathy towards the guy, but what did we feel here? Absolutely nothing.

In conclusion, The Blair Witch can be summed up in 5 no's.

No effects No gore No shocks No stars Nothing

I give this trash 0/10. What? What do you mean I can't? Oh ok, fine, 1/10, but I'm being VERY generous. I even feel like upgrading every film I ever gave a 1/10 to a 2/10, just to emphasize how bad this was, but I can't be bothered.","1"
