"reviewer_username","review_title","review_date","review_text","rating"
"DarkVulcan29","Not great, but I liked it more than The Eternals","3 April 2022","Michael Morbius(Jared Leto) a doctor who is slowly dying from a rare blood disease, struggles to find a cure, when he thinks he has, but things work a little too well, until he discovers there's more supernatural to it, then he could have imagined.

It was entertaining, but to much feels taken out, like it was supposed to be R rated, but they decided at the last minute decided to take out most of the violence in order to get a PG 13. Everybody plays there roles pretty well. Jared Leto does alright has Morbius, but the film itself is pretty cliched, but still fun and entertaining, and if that is all you want then Morbius does deliver.","8"
"rjgrund-123-603438","Better Than Expected","9 September 2022","From all the bad press and reviews I suspect that people were looking for more then it intended to be. Seeing it for free on Netflix might have dampened the pain. This is not an MCU movie. It's trying to be one in the Underworld flair. Maybe too much Underworld. One of the problems is that Jared Leto cannot carry a movie. He needs a stronger lead to work off of. When he has that he's more than enough. The subtlety of the effects works for me. The bad guy Milo was a little too one dimensional and flat. Predictable. Weak writing in that regard. Not enough character development. I can see Morbius working in an ensemble MCU cast. Hopefully he will be given that chance.","7"
"kevin_robbins","This is not a great addition to the marvel universe but it is an entertaining one, much like the Venom movies","6 April 2022","Morbius (2022) is a movie my wife and I recently watched in theatres. The storyline follows a doctor with a rare blood disease that is in his final days. Him and his childhood friend do their best to cope with being on their death bed. When the doctor has a breakthrough he discovers the cure is as much a curse as a gift...that doesn't prevent his friend from wanting a taste. Can Morbius find a way to save him and his friend and modify his cure or will his friend get his hands on the cure and cause all new problems?

This movie is directed by Daniel Espinosa (Safe House) and stars Jared Leto (Requiem for a Dream), Matt Smith (The Crown), Jared Harris (Mad Men), Adria Arjona (Pacific Rim: Uprising), Tyrese Gibson (Baby Boy) and Al Madrigal (The Way Back).

The storyline for this picture is very well told with great character backstories and evolution. You can easily find yourself rooting and relating to both the good and bad guy. The action scenes are excellent and very well done. The opening boat scene really sets the tone for the movie. I liked the ""smoke"" effects around the characters and there's lots of solid kill sequences and use of blood. I did wish they kicked the gore up another level but that's more of a preference, especially when there's so many kills. I'd also say I wasn't a huge fan of how the ending was executed in the final fight. They did do a good job of tying in the multiverse to keep you aligned on when and where this takes place.

Overall this is not a great addition to the marvel universe but it is an entertaining one, much like the Venom movies. I would score this a 7/10 and recommend seeing it once.","7"
"Nixon_Carmichael","A profoundly bad movie. Sony is 100% guilty of false advertising. Early review.","31 March 2022","This is an early review. There are no plot details (spoilers) here, however if you want to go in completely clean, then skip the rest of this review. Not that there is anything to reveal.

The basic set up as depicted in the trailers and advertising is that Michael Morbius is a doctor in the Marvel Universe who is afflicted by a rare and gruesome blood disease. Setting out to find a cure for himself and others of his ilk, he winds up becoming a vampire and proceeds to go head first into adventures in the same vicinity of Spider-Man. This is all in the marketing material that has appeared over the past two years.

Speaking of the trailer, there is zero connection to other Marvel movies nor the MCU in this film. Essentially everything you saw in the trailers does not exist in this movie. Like at all. This is studio executive meddling and false advertising at its pinnacle.

In terms of technical filmmaking, this is a mess. The action is a disaster. It harkens back to the disastrous comic book entries from the days of yore, a la the horrific Fan4stic, X-Men Origins Wolverine, Thor2 and Green Lantern. It's just one messy CGI PG13 cut scene after another. I don't know if the director, Daniel Espinosa or the studio are to blame, however, given the fact that Tom Rothman, the Perpetrator in Chief of Sony, was also head of 20th Century Fox back when they were churning horrific movies, my money is that the disastrous production that is Morbius is to be blamed on Tom Rothman and his henchman suits at Sony.","3"
"martimusross","Well Worth A Watch","1 April 2022","Morbius

Overall it was Good

I expected so much more but basically it was an origin story for a vampire. Well get real how many vampire movies have I seen, from Dracula to Twilight and What They Do In The Shadows, I know every nuance about vampire life, and yet here the movie presumed we knew nothing.

Just as the movie was starting to flag in came adult Milo, played by Matt Smith, he dominated the screen and the stark contrast between the method style of acting and Thespianism could not have been more noticeable. It was great!

To me the jury is out on Jared Leto he has the look but not the charisma, he was proficient in this role but nothing more than that!

I really enjoyed the CGI and the way Jared, moved, flew, glided and transformed the rest was unremarkable.

I'm giving this a firm 7 outta 10, it was well worth a watch even if in conclusion it was quite a mundane origin story.","7"
"TBJCSKCNRRQTreviews","""I... am... Venom""? Movie, just because you aim low doesn't mean you can reach it, not if you're gonna put in this little effort","2 April 2022","Dr Michael Morbius(Jared Leto, playing the role fairly lowkey, perhaps to avoid reminding people of Juggalo Joker. ...I mean, he's playing a vampire. Just saying, iIt's not unreasonable to expect some ham) has a rare blood disease. He figures that the answer is bats, and tests it on himself. Let's be honest, who of us wouldn't do that, in that situation? Of course, it goes wrong and he becomes a creature of the night, which is a slight upgrade from merely dressing, talking and moving like one.

I am at this point slightly concerned that I may have made this sound more interesting, complex, and unconventional, than it actually is. In a lot of ways this feels like it should have come out 15 to 20 years ago. It's been in development for that amount of time, so maybe they just didn't do that much to change it anytime recently, to keep it up-to-date, since this is a subgenre that has evolved tremendously in that time? Without a doubt if this had come out one to two decades ago, we would be looking at it as a product of its time, rather than something that is completely out of date. It still wouldn't be good. Not even close. But we'd be going easier on it than we, rightfully, are now.

Clearly Matt Smith is enjoying himself. And his enthusiasm is infectious. For a while I was thinking, ""it doesn't really fit with the rest of what's on screen but it is fun watching him metaphorically dance all over the place"". And then he started doing that literally. On more than one occasion. In separate scenes. The action is decent, although the meh, and at times possibly unfinished, special effects do make it harder to make out. This was clearly trimmed down, and a lot of the things we were excited about from the trailers are either majorly altered or a scene that is now just a clip with narration.

I recommend this to those who miss the bad old days of the first Ghost Rider flick. 3/10.","3"
"cruise01","Bloodless, okay action, and could be worse.","2 April 2022","3.5 out of 5 stars.

Morbius is a pretty fair superhero film that may be thin on plot and decent action sequences. It does add an entertaining adaptation bringing in another character that is supposedly a Spider man villain. May not be as fun as the Venom movies. Jared Leto does a great job playing a sick Dr. Michael Morbius. Who is on a desperate search for a cure from his blood borne illness. Which one will be leading him into becoming a vampire. Adria Arjona also did great playing his love interest. Matt Smith is a bit flat with his character and also playing a villain that is one dimensional and forgettable. Jared Harris playing as Morbius mentor is also thin with his character. Along with Tyrese Gibson which the script did not give these characters anything more besides be on the hunt for Morbius.

The film is very fast paced. And the script does not give much character development with any of the supporting characters besides Michael and Martine (Adria Arjona). The plot is thin and may not be as strong. The action sequences were okay. With the fast movements with the characters and editing which makes the scenes more of a chore to see than increase the entertainment value.

If your looking for a quick superhero escapism in the theatres this film will be great. The direction did not do anything new to make it stand out compared to any other superhero films. There is a mid credit scene to give you a hint on where this character will be placed in the universe. The film is not great but still delivers some entertainment.","7"
"zezinhomene","Morbius is my religion now","9 June 2022","This is not a simple movie, is an experience, an experience that will change your vision of life. After I watched Morbius, every movie looks blame, every scene looks awful. Now I only love Morbius and Jared Leto. When he says ""It's Morbin Time"" ... I felt a mix of emotions that i can't describe. The ultimate cinema experience. Go watch Morbius now and do it at least 5 times every day. Now it's time to Morb everyone.","10"
"AdrenalinDragon","Venom doesn't seem too bad now","31 March 2022","No surprises this was awful. Jared Leto is terrible and Matt Smith was annoying. CGI was laughingly bad and the slow-mo action and wonky editing made things borderline unwatchable. Writing was all over the place too with some terrible dialogue. There's little fun and it took itself way too seriously. Honestly, this made Venom seem alright in comparison.

2/10.","2"
"stormbailey","This movie does not deserve a 4.8","1 April 2022","This movie is definitely not as bad as the critics have rated it. It's nothing amazing but it's not horrible either. Storyline was very predictable but far better then most cheesy crap that comes out. I'd give it a 6.5 nothing amazing but slightly better then average.","7"
"tresm87","Morbius is another interesting yet scattered offering from the Sony-verse that delves into the more horror aspects of this anti hero.","30 March 2022","Much like venom it seems people are going to either love or hate anything from the Sonyverse. Some hate it because it's not in the MCU and still uses characters from the MCU spiderverse. Some love it for its more dark delivery and darker comedy. I actually enjoy what Sony is doing by making movies for the more vicious anti heroes while making them grounded for the most part. The MCU rarely touches on those important details. Morbius is very much like the first venom in its set up. Gives a nice origin story with some intriguing body horror and more gruesome than normal imagery for a comic book film. Definitely has some scattered plot pieces but it's serviceable. Also leaves more room for expansion in the world if the Sonyverse. Leto was great imo and still proves he's a fantastic actor. Visuals are very effective and vibrant. Overall the film is what I expected and it was solid.","7"
"Wolfgang-Kern","I don't understand the hate","31 March 2022","Morbius is not a perfect movie but it's a fun and entertaining ride. It's a comic book movie and yes, it won't win an Oscar or other awards. But it's still not that bad how some people make it seem it is.

Definitely worth watching and seeing it for yourself before being scared off by reviews that are not even slightly accurate.

Just my opinion :)","8"
"eddie_baggins","A toothless and inept Marvel offering","31 March 2022","Delayed a total of 6 times on its way to its eventual release this week around the world, Sony and Marvel's collaboration to bring its anti-hero Dr. Michael Morbius to life appeared to be one of those cursed productions that was doomed from the start and upon seeing this toothless and spineless comic book adaptation on the big screen its safe to say that the world would've been far better off had Morbius stayed delayed permanently.

An incredibly inept feature from director Daniel Espinosa, who somehow keeps getting Hollywood films to make with significant budgets and name brand casts despite never actually directing a good film, Morbius feels far removed from most brands associated with the Marvel name as its $75 million dollar budget is nowhere to be found on screen as a blur of video game like CGI, amateurishly scripted scenes and poorly acted characters hog the films lifeless 100 minute runtime that can't come to an end quick enough.

Failing as an origin story, with Michael's entire history set-up in one cringe-worthy flashback scene, an unnerving vampire tale and an action comic book film, it's hard to know what Morbius thought it was doing with its potentially entertaining material as Espinosa lets his leading man Jared Leto flounder in yet another high profile role that begs us to ask the question about his talent as a Hollywood leading man while he as a director ensures Morbius is nothing but an enigma of a character lost in a diabolical story that's hard to recall even mere minutes from walking out of the cinema.

Sometimes with films that fail as badly as Morbius does there's snippets of what might have been found within them, moments that show not all hope was lost at all times but that's not the case with Espinosa and Leto's blockbuster that truly has no moments of escape from its grim, shaky cam filled collation of cinematic rubbish with the only slight glimpse of a better film coming from Matt Smith's villain Milo (yes that is what he is called throughout most of the film, Milo) with the well-liked one time Dr. Who at least appearing to have fun with his role while everyone else is about as enthusiastic as a bloodsucker heading into their coffin for a day time nap.

Undoubtedly developed by Sony and Marvel to play a key role in the future with both Venom and Spider-Man properties, its hard to imagine how anyone will get excited coming away from this when it comes to the prospect of more Morbius being present in the biggest movie brand name going around and despite an attempt mid-credits too get audiences enthused by what may lay in store for Leto's charisma free biochemist in the near future, most will be merely rushing to the exit door to escape what is quite possibly the worst Marvel film we've yet seen.

Final Say -

Things never looked to good for poor old Morbius but not even the most pessimistic of pundits could've expected a film quite as bad as the one we get here, a DOA offering without purpose, intent or creativity, Marvel would do well to ensure Morbius never awakens again from a very long and hidden away slumber.

1/2 a blood bag out of 5.

For more reviews visit Jordan and Eddie (The Movie Guys)","1"
"m-38815-37997","I had a wonderful nap!","3 May 2022","So my friend was like ""Let's go watch this new movie about some vampire Jared dude"" And I was like ""Aw hell yeah a vampire that's sick!"" When we went to the theater I was hopeful to watch a good movie, But what I didn't know was that I was gonna watch something even better! No medicine can make you fall asleep faster than this movie, TRUST ME. If you wanna watch this movie, Watch it before sleeping! Trust me you'll have a wonderful reset!","10"
"juanquaglia","No blood?","4 April 2022","A vampire film without blood. That says it all. And it clearly shows that the film has been poorly thought since the start. Not to mention that the character is probably one of the most unknown and uninteresting comic book characters.","1"
"ewalker-55914","Morbius - The Film Of a Generation","23 May 2022","Morbius is the bst movie. It has stunning visusals, engaging plot and terrific acting from jarod elto. When i watched morbis, i was encapsulated by the relationship between micheal morbius (morbius) and the chick who he really liked. When.","10"
"shaikhirshad-41223","Surprisingly Good...","1 April 2022","Well movie start with a good note and it keeps you gripping throughout the time. Action sequences are mind-blowing specially the vfx are actually very better. Jared Leto was so perfect in Morbius role as well as the other cast perfoms well. Story was simple not that great but it gives you a different vibe as compare to other sci-fi films. It's a one-time watch if you like sci-fi superhero films.

You can definitely enjoy once....","7"
"ajping","So bad it's good","23 August 2022","Imagine if Pablo Picasso had been sent to prison and with no other options began painting on the walls with his own feces. This is Jared Leto in Morbius.

The writing is bad, the editing is horrific, and the plot is nonsensical but Leto delivers. This is a masterclass in how to make the most of a terrible film. He carries this movie and it's so entertaining to imagine what he will say next.","10"
"kosmasp","Bat Man","5 April 2022","Someone on BBC1 asked Jared Leto about this, but I had it in mind before. And I think the Bat Man joke is too obvious to be missed out on. And that he is being played by a guy who also portrayed the Joker.

That aside, I can see that some people don't like the movie. The CGI isn't that good - especially considering the budget this must have had. There is also a dance (by the main villain) that reminds us of the bad dance by Tobey Maguire in Spiderman 3 ... also as cringeworthy as the one from back then. We then also get a Kayser Soze moment. Well not as iconic as the one from the Usual Suspects ... but it still is there.

We have a lot of scary faces, but not a lot of blood. Considering the violence and the death that are occuring ... this does not display them as visual as it could. But if it did, this wouldn't have gotten a PG-13 now would it? While this is a Marvel character, it is owned by Sony .. but as you may be aware there are other things that seem to get .. into the mix. One of them has an appearance during the credits ... in two scenes. No scene after the credits .. but those two scenes suggest something that Jared Leto has already hinted at himself ... an new Universe is building ... well if the powers to be and the box office allows them to.

Not a bad movie overall, but lacking a few things, even though the actors and the cinematography are not to be blamed (the latter has some bad moments especially during the last fight, where I couldn't tell where up and down was) ... sound was amazing, but I watched it in an Atmos cinema, so there's that. Very flawed but not as bad as some probably think it is ... it is an origin story and is quite stale pace wise ... but it is what it is.","6"
"gabethedinosaur","Morbius welcome to 2022","1 April 2022","Morbius was so outstanding. The story about Michael morbius was so well done . In his universe he's more darker and has a stronger connection to life and people losing control of there powers . I bet he knew something about Andrew Garfield's Spider-Man in his universe. But when vulture came to his universe after doctor strange sent him to morbius universe he had to find morbius and tell him Peter Parker is Spider-Man in his universe and morbius seemed interested in Spider-Man since they're from a different universe. I hope they meet venom and join forces together and find Spider-Man in venom 3 .","10"
"classicsoncall","""We shouldn't be here when it gets dark.""","2 April 2022","Underwhelmed as I left the theater, I thought maybe I missed something but my trip here to the review pages confirms my opinion. Forgetting about the Morbius character's ties to the Marvel Comic Book franchise, this is basically a run of the mill vampire flick, and unfortunately, it doesn't break any new ground for the genre. The story is somewhat ordinary, as Michael Morbius (Jared Leto) seeks a cure for a rare blood disease, and by experimenting with bats, manages to turn himself into a creature of the night. His childhood friend Milo (Matt Smith), who helped fund the research for a cure, self infects with the same serum and discovers a lust for power that comes with the transformation. It's a pretty tepid plot line that results in some head scratching CGI considering how far special effects have evolved to the present day. More effective is the virtually seamless facial metamorphosis from human to vampire and back again, but it's something you expect nowadays and not particularly innovative. It all brings into question why the filmmakers would go for such a tired and formulaic approach for a vampire super-hero. When all is said and done, you can't even say that Morbius came out of the picture as a good guy, as his options didn't suggest much more than defeating Milo's alter-ego in a final vampiric showdown.","6"
"viantyara","Watch it for the sake of MCU","3 April 2022","Morbius is an interesting choice of a character to add to the MCU or Sony Spider-Man Universe, especially to have a stand-alone movie. Unlike Venom, which has more recognition in general audience.

This is not a bad movie. Mediocre at its best. Fun action sequences, good atmosphere for its genre and characters, but again, it's very... basic.

The conflict is very predictable and overused. Somehow the runtime is too long for what the storyline trying to tell, with that being said, weirdly some moments still felt rushed.

No actual character development, no memorable hero moments. The cinematography is done well, Jared Leto's acting is great, I just hope it was written better, both the dialogue and storyline.

But then again, with Morbius has a possible appearance in future Marvel Movie, especially in MCU, I'm still intrigued and excited.","5"
"PedroPires90","Nope","31 March 2022","Bad. Bad plot, bad character development, bad pace, bad cinematography, bad fights, no emotional connection, no stakes, not confident.

Leto and Smith try their best but there is not a lot to work with here. 2 good scenes, back to back (hospital and prison), not fantastic, but at least were kind of cool and let you interested, hoping for the best. The best never came.","3"
"ironfreak-07727","Not amazing but entertaining","1 April 2022","I almost didn't see this after hearing so many negative reviews. I'm glad I did. It was as actually pretty good. I left the movie theater feeling entertained and that's what I go to the movies for. Leto did a fantastic job as Morbius. I'm looking forward to the addition of the unique character to the Marvel universe and how he will tie in with everyone else. Will the movie blow you away? No. Will it entertain you for a couple of hours? Yes.","7"
"sigler-27543","One of the worst movies I watched","6 May 2023","I don't understand how any human being can rate this movie 10/10 stars. Even if it's the first movie you ever watched, and can't compare it to any other movie, how can you think it's excellent movie?! The acting is terrible, the animations are amateurish, the plot is predictable and boring, and some of it also makes no sense. It was a complete waste of my time. I was amaze to discover that the movie as a connection to marvel and to spiderman world.

I hope for the good of all humanity they don't make a sequel. I will support World War III just to prevent it. Everyone associated with the film should feel embarrassed.","1"
"loganaraujo","Morbnificent.","24 May 2022","Perhaps the best movie I have ever seen. Beautiful cinematography, sharp writing, deep character progression, and most importantly; a masterclass of acting. Morbius is a brilliant concoction of all of the cornerstones of filmmaking. If you have not seen Morbius: 1) you are a loser, and 2) you should go see Morbius.

Its MORBIN TIME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","10"
