"reviewer_username","review_title","review_date","review_text","rating"
"leoperu","Gods save us from Prometheuses like this one !","2 January 2013","Almost 700 external reviews of such a failure ! Lately, renowned professionals are seriously discussing lame-brained movies with visuals which we used to label ""breathtaking"", while mainstream movie theatres long ago became a place for brainwashing audience with a flood of meaningless, often wantonly disgusting CGIs. No wonder ""Avatar"" got almost 6OO reviews. Call it the triumph of form over substance, or symptom of deep cultural crisis ... - art it ain't.

Ridley Scott is the man who in the seventies/eighties gave us one small but truly old-master-like canvas (""The Duellists"") and two groundbreaking sci-fi spectacles (""Alien"" and ""Blade Runner"") ; after that his creative power quickly waned never to be recovered. Recently he, stealing from himself, Kubrick etc., comes up with another feast for the image-devourers, ""Prometheus"".

Surely the strategy of passive resistance is what could save us from such unwanted gifts. What's the point in judging M.Fassbender's performance in a silly role in an even sillier film ? Or in wondering what goes on in heads of some loathsome couple of adolescently Faustian researchers ? So better let me stop writing ; there are greater pleasures, e.g., to pretend I never saw ""Prometheus"", and to read what someone like Mr. Chaw has to say about it- he seldom disappoints me.","3"
"NicolasHunter500","An idiotic film that insults the audiences intelligence","17 October 2012","Before viewing Prometheus, I was hugely anticipating a well written film with great visuals and characters who are sympathetic and easy to root for.Alas,if you view this film expecting all of this, you're bound to be disappointed. After watching the film, the only worthy aspect of the film that's worth praise is the visuals.

While the set design and visuals are grand and quite breathtaking, The film sadly suffers due to a terrible script and characters so idiotic and unlikeable that literally the film leaves nothing to the imagination other then the question as to why you bothered watching it in the first place.

The script, the story, the characters, are all horrendously written and the execution of the narrative is in fact so boneheaded and half baked that it makes you question why this film was made to begin with.

The story is about a space crew who journey to a distant and mysterious planet to discover about man's existence, and about how life started, but of course, in alien fashion, everything goes awry and the crew find themselves in incredible peril. Sound's great, right? Exciting so far, well, on paper maybe, on the screen its anything but.

The story is rife with colossal plot holes, and the characters, all apparently intelligent,well educated scientists, act so moronic and they do absolutely ridiculous things no one would do, such, in one of the moments of the film, the crew venture inside a cave, and, one of the characters takes off his helmet, despite the fact the air surrounding the cave outside is dangerous and toxic, yet all of the scientists, proceed to take off their helmets, despite being on an alien planet they've NEVER been on before, and the air could harbor a virus or any type of bacteria in the air, or anything could just leap out while they have their helmets off yet no one ever considers that, and they all decide to remove their helmets based on what one of the characters say, despite the potential risk of getting infected is still there. Its hard to believe this script actually gets the green light, and one of the studios agreed to use such a dense and feeble script for such a hugely anticipated film.

Here is more eye rolling moments for you. During the first expedition, two of the scientists, who apparently know the layout and designed the map of the area, suddenly get lost in the caves, even though they said they were going back to the ship, however, being as thick and stupid as they are, they take a different route through another cave, and the ship, which is capable of seeing where the crew are, because of the cameras built into their space suits, don't ever bother to notify them that they're going the wrong way and they simply let them get lost. And then, days later, when the missing two geologists come across an alien, in a cringe worthy and frankly ludicrous scene, they begin to freak out like little children before then, all of a sudden, start to at like idiots in front of the creature, and one of them even get up close and try to touch it, even though the creature obviously looks dangerous and intimidating enough. All of the characters lack any common sense and to sum them up, they are the equivalent of dumb teenagers out of a slasher film, they blatantly do idiotic things that result in them getting killed. And most of the characters in the film, besides Elizabeth shaw, have no development or emotional depth, and the majority of them are just fodder that are in the film just to get killed. The whole film is a deeply flawed, effortlessly conceived mess and it makes the viewer feel more frustrated then thrilled. The only positives in the film, however, were some parts that due to the particular ineptness of some scenes, ended up being funny. Elizabeth Shaw, who learns there is in fact a creature living inside of her, has to have an operation before the creature emerges or potentially kills her. When she reaches the machine, it tells her it only operates on male patients, despite the fact its still able to operate on her, and, above all the machine doesn't even bother to sedate her before performing surgery on her, which is ridiculous, because she could possibly die of blood loss during the operation if she wasn't. And she is still able to walk PERFECTLY after having a life threatening surgery and having a massive octopus creature pulled out of her stomach. And no one even asks her why there is blood all over her stomach, and why there are stitch marks across her belly.

I'm not going to continue on here, you get the picture as to how idiotic and poorly thought out the movie is. The sad thing is about the film, despite being illogical and ridiculous, as that it actually manages to destroy the mystery some of the original alien had, and it tries to appear intelligent by asking all these questions about humanity's existence but it never answers them. Ridley scott's direction is incompetent and childish, and the lead acting is either mediocre or worse. Overall, the film really shouldn't have been made, its simply feels like another insult to the alien fan base, a fan base thats was already beaten up previously by two atrocious AVP films. I don't recommend Prometheus, unless you enjoy watching bad films.",NA
"agore3","Movie was great until they woke up the crew!","2 August 2015","The movie was great until they woke up the crew.

I just do not like movies where supposedly trained specialists make dumb decisions. The story is missing a lot of the plot to connect the stories on why some did some things.

I never understood the rationalization of the android doing what he was doing along with most of the rest of the crew at the cave / ship complex and yet the moon had other ships too. When given a choice between doing nothing out of caution or doing something, they always did something that usually ended up killing them.

It was hilarious that someone could go through a cesarean on machine only designed for men (!) then with a belly stapled together was able to outrun and outlive everyone else.

One would think for a mission that cost a trillion dollars (maybe that was not much in 2090's), they could afford a better crew and a ship with living room size working spaces.","3"
"bbjonw","What? Why? Where? How?","25 June 2012","I went to see this near the end of its run in the UK, and was forced to ante-up GBP10 for the privilege of watching it in 3D.

I'd read the mixed reviews, but (as a big fan of Deep Rising, which is universally hated by even moderately-minded film fans) decided to give it a chance anyway. I have to say it was a complete waste of a tenner. Apart from a few nice touches showing it as the prequel to the Alien quadrilogy, the only good thing was the SFX - except that they could have filmed the whole thing in some remote part of Iceland and saved themselves a few million dollars in CGI.

Apart from that, my summary of the film is a series of questions about the absolute stupidity of it all, as described in excruciating and accurate detail by previous reviewers.

The up-in-the-air ending does indeed leave one wondering if there is going to be a Prometheus II (or should that be Alien 0?) which explains some of the rubbish proposed in this epic. Leaving aside some of the more specific inanities (like why did they not use an old actor to play old man Weyland, instead of a young guy in poor make-up?) in favour of the bigger picture....

Why did the aliens leave cryptic messages giving the location of a bioweapons development planet, whose apparent 2000-year-old delayed mission was to destroy life on Earth (having created it for no obvious reason in the first place)? Surely that's the last place they would want us to visit, in case we blew up the ship they intended to use to kill us. Oh. Ooops.

Why did mankind spend a trillion dollars sending a bunch of squabbling retards and misfits to investigate this strange new world instead of a team of clever people?

What screen writer fresh from his First Grade biology exam designed the life cycle of the aliens? Where did that Cobra thing come from? Why did the black cloudy stuff turn humans into indestructible monsters (rather than just poisoning them dead), who could then impregnate other humans leading to an embryo that could gestate in 11 hours, before turning into a giant squid? Uh? What? Why?

What was all that garbage about bringing the head back to life, and it then exploding? That woman was an archaeologist, was she not? When did an archaeologist ever manage to bring a two-millennia old alien head back to life - and then fail to turn off the juice so it goes 'bang'?

And what was the story of the 'mechanics'? How come all of them were dead bar one, who had spent 2000 years in stasis. If the ship still worked, why wait 2000 years to wake up and complete the mission?

Why did Weyland hide out on his own ship? What was the point of the blonde ice-maiden being his daughter?

Why have a sophisticated medical scanner/diagnostic/operative device on a ship with male and female crew programmed to only work for men?

Since when did stapling someone's skin together after an operation allow them to perform superhuman feats within minutes afterwards? I had my appendix out, and with all the resources the NHS could throw at it, I could hardly walk for a week afterwards.

And the silliest bit of the film is where the alien spaceship crashes, and then starts rolling like a giant wheel towards the two women, who then run - in the same direction the craft is rolling. I mean, come on, Mr Screenwriter - this is supposed to be serious sci-fi, not College Co-eds meet the Wolfman!

Words fail me. As some have pointed out, maybe there will be a Director's Cut which explains some of the greater idiocies - for instance that the crew are cretins because of budgetary limitations at NASA.","3"
"qljsystems","Flawed but dazzling movie about psychopathic individuals that fails to deliver in its own genre","31 October 2012","Ridley Scott's prequel to the eponymous Alien is both flawed, easily misunderstood, and underwhelming.

The main premise is a manned mission to find ""the architects"", the giant humanoid sentient beings who are credited with being mankind's progenitors, who are recorded as strange giant figures in cave paintings and stone carvings pointing to a configuration of stars which closely resemble a star system too far away for the unaided eye to see. Yet, after travelling such vast distances, to meet their ancestors, the humans discover instead a trap, a deadly mutating force that turns worms into muscular glistening snakes. Everything the black goo touches changes and adapts into something menacing and less than welcoming, and the situation worsens as the story rushes towards its inevitable and puzzling conclusion.

The real disappointment in this movie is that it answers neither any of the questions raised in either Alien nor Prometheus itself. Why is this? Well, it's unlikely by design, however probably as a consequence of focussing on creating spectacle and bedazzlement and huge set-pieces rather than a strong, well-crafted story. Any sense of awe and mystery evaporates quickly as the characters prove themselves to be emotional adolescents, unfascinated with their discovery, and who all possess the perceptiveness of Mr Bean. Any promise of menace leaks away in concepts too lofty against such an assortment of caricature characters and there is no pay-off on this as well. The only individual who is well-formed and engaging enough to live up to this movie is David, the android.

I feel that one of the reasons why the movie is misunderstood is because, rather than a discussion about razor-toothed exo-skeletal extraterrestrials or otherworldly astronauts, the movie's throughline concerns the monsters within and among us. The plot weaves a story that is so exquisite in its subtlety that it is easily drowned out by the story's inconsistencies and irrational plot-threads. The tycoon who finances the space mission is as conscience-less as his emotionless android, David, who while the humans are in stasis during the 2 year spaceflight watches endless reruns of Lawrence of Arabia - itself a movie about a troubled man struggling to discover his identity. Worse still, David the android, the only ""son"" of the tycoon carries his own dark secrets and sinister resentments, which catalyse the chaos and destruction, until - decapitated - he coldly bargains his escape with the only remaining human survivor.

Furthermore, it turns out mankind's fictional ancestors are just as psychopathic as the tycoon who is hidden away in cryostasis aboard the ship in the eager hope that their progenitors will grant him the secret of eternal youth. Stuck in the the terrible waltz weaved by the dysfunctional trio of tycoon, daughter and David, the crew is stranded to become the hapless victims, until - finally - the movie's dazzling and awesome finale.

To say that the movie is a total flop is unfair. Nevertheless, it is a story focused on a subtle concept which is hard to depict no matter where and when the movie is set. Also, to say it's brilliant is stretching the point too thin. Even so, it is a cleverly constructed story that attempts to throw a light on the emotional detachment and psychopathic personalities of rich and powerful, and to spin us a story on a par with any Greek tragedy about absolute power corrupting absolutely.","5"
"leftbanker-1","Really, really, really stupid","9 October 2012","Is this considered a spoiler? Do not pay to see this film. This movie is a huge piece of crap. How could a movie with this many big name actors, a huge budget, and Ridley Scott add up to a mostly unwatchable sci-fi absurdity? After watching it I couldn't even tell you what it was about. None of the characters were worth investing even the remotest bit of interest. It was like Scott was trying to make a blend of Aliens and Avatar and even if he did who the hell would want to see that movie considering that Avatar was a blend of Lord of the Rings and Dances with Wolves? I can only hope that this thing is/will be a huge flop at the box office. And IMDF doesn't allow profanity? Is it a movie review site or a religious organization? How could anyone old enough to read be offended by a word?","1"
"InternetOfZings","A beautiful mess","9 July 2013","Well, I'm disappointed. The movie started very nicely but began to fall apart after they landed on the planet. Yes, the movie is beautifully shot and it had some of the best 3D work I've ever watched in a theater. This is to be expected from Ridley Scott.

But the script is just bad. Well, Damon Lindelof of Lost wrote it so maybe I shouldn't be surprised. The film raises many questions but provides very few answers. The actions of the scientists were also so baffling, reckless and irrational that I just couldn't help but shake my head for most of the movie. These guys are supposed to be smart scientists but then the mapping orb geologist gets conveniently lost, the biologist tries to pet a clearly hostile alien organism, everyone just disregards quarantine procedures and so on. Did these guys get their degrees from some online university? I don't know, maybe this is just a very crude way by Scott to imply that all humans are no better than monkeys intellectually. Particularly silly was the surgery scene where a female scientist has abdominal surgery and then just proceeds to run around for the rest of the movie. I know people do impossible things in movies but that was just preposterous. It would be impossible to walk let alone run after an operation like that.

Character actions were only taken to advance to the next plot point and not to flesh out the characters. This made it so much harder to achieve the 'suspension of disbelief' that is required in these kinds of movies. In Alien the crew's actions were understandable because they were just regular towing ship pilots and mechanics, not scientists of such caliber that they're being invited to a trillion dollar space expedition. These issues make it almost impossible to feel any sympathy towards any of the crew members and therefore it diminishes the tension in the film. When everyone's acting like an irrational idiot, you don't care if they die or not.

The movie was also 30 minutes too short because the characters basically never stop to discuss anything and they don't react to what happens to the other crew members. For example, no one seems to react to the female scientist running around the ship after the surgery. You'd think someone would notice the massive staples on her stomach and make a comment about it. Similar thing happened for Scott with Kingdom of Heaven but I'm not sure if this mess can even be fixed with a director's cut because of the idiotic behavior of the scientists.","3"
"trashgang","some good moments but also disappointing","23 June 2012","And again I was afraid to see a movie in 3D. I mean, most of them are done to attract people because producers are afraid that their flick would flop. The same here, everybody was expecting so much of this prequel to Alien (1979) also directed by Ridley Scott. Naturally Ridley also moved forward in film making and were Alien didn't had a big budget, Prometheus had big money and it shows. The effects used are really unbelievable at some times but of course effects doesn't make a movie.

It does, but that's for other science-fiction flicks with no history. But here everybody wanted to know what happened with the ship found in the original Alien. Remember that the crew of the deep space mining ship Nostromo are awaken from hypersleep to investigate a strange signal from a nearby planet. While investigating the signal, they discover it was intended as a warning, and not an SOS. This is what Prometheus is all about. Why did they send that warning signal.

I was expecting aliens and facehuggers and all of that but nothing here at all of those creatures. In fact Prometheus was out in space to search for the origin of mankind. It's done by archaeologist couple Elizabeth Shaw (Noomi Rapace) and her boyfriend Charlie Holloway (Logan Marshall-Green). They discovered that star maps of different ancient cultures (Sumarian, Maya's, Egyptian,...) all show the same configuration. Of they go to find the planet (LV-223) with money from Peter Weyland (Guy Pearce). Weyland do rings a bell toward the original Alien but the planet was LV-426.

From there on we do have resemblances towards the original one, they have an android (Michael Fassbinder) on board and they do travel in hibernation. Meredith Vickers (Charlize Theron), the mission director is a bit afraid of the planet and warns them not to touch anything. Of course they do due circumstances and things go awry on the planet.

From that moment I thought that it all would start but we already had a lot of talking and special effects. Sadly the monsters do attack and enter throats of humans but they leave soon and we have to wait until the final before some kind of octopus alien returns and attacks.

The special effects do their work but still it is a bit of horror science-fiction and I was left with a hunger for the aliens to attack. This movie is more about the origin of mankind then were the aliens were coming from. There's indeed on alien to see in the last minutes, not as in the other alien flicks but an earlier version of it.

On part of the acting I found Noomi Rapace doing well and somehow she reminded me of Ripley. Fassbinder was also doing very well but Charlize Theron couldn't convince me. Again she's playing some kind of ice queen and we all have seen that before.

This prequel did remind me a bit of the prequel to The Thing (2011). It was just made to earn some money on the cult status of the original flick. Although that the ending of The Thing (2011), in fact the scene's seen in between the end credits, was stronger than Prometheus.

Overall it wasn't that bad at all but it would have been better that it didn't had anything to do with Alien and it's followers. Here we do see the Gods (called Engineers) out there to destroy mankind, Nothing of that in the other flicks. Okay, maybe when they enter that terrestrial spaceship in Alien you can see an Engineer sitting in some kind of chair but nothing is said about that. I really was left with a bitter feeling. People who hasn't (anyone?)seen Alien will love this, you will see attacks of a squid kind of creature but for the followers it just doesn't deliver and explain.

Gore 2/5 Nudity 0/5 Effects 5/5 Story 3/5 Comedy 0/5","7"
"basilisksamuk","Excellent film hidden inside a really dreadful one","1 June 2012","Watching Prometheus is a frustrating experience. This is mainly because there is a very good film which has been folded inside an exceedingly bad film. I can't make head nor tail of Ridley Scott's pronouncements about this not being an Alien film but happening in a parallel universe. This is without a doubt an Alien film so why pretend otherwise?

Let me talk about the good film. At its best this is a great monster movie with lots of action and scares. It delivers on the monsters and it delivers on the hardware. Even the CGI is excellent for once. The cast is just about perfect. I have my reservations about Noomi Rapace but she is pretty good as the Ripley-alike. Michael Fassbender, Charlize Theron and Idris Elba are all outstanding and the supporting cast is equally good. It is (the good part) a worthy addition to the Alien mythology and Ridley Scott proves he can still deliver the goods after a long run of mostly forgettable films. This is clearly set up to allow for a sequel too, though I can't imagine Scott doing it. Could James Cameron be tempted?

Except it's all wrapped up in some embarrassingly lame plot about the meaning of life and who made us. Worse, it's tied to an utterly awful story clearly derived from Eric Van Daniken; God was a Spaceman; cave paintings prove it etc., etc. The dialogue is just about the worst I've ever heard in a blockbuster movie and that's really saying something.

There's a clear and compelling way to improve Prometheus that would make a killer director's cut. First, cut out all the drivel that happens in the opening act and start with everyone already on board the Prometheus. Remove all the ""God was a Spaceman"" references and insert some short scenes giving a more believable motivation for the expedition. How about – we've seen some weird anomaly in a far galaxy, let's go and investigate and see if we can find new bio-weapons for the company? Remove naff dialogue where characters discuss their beliefs. Turn up the background sounds so you can't hear the worst of the remaining dialogue. You'd be left with a 90 minute film worthy of the Alien franchise and we could all believe in Ridley Scott once again.","7"
"namashi_1","Magnificent!","11 October 2012","Ridley Scott's 'Prometheus' is utterly Magnificent. A shocking, thought-provoking, disturbing Sci-Fi flick, that's amongst Scott's Most Accomplished Works to date!

'Prometheus' Synopsis: A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.

'Prometheus' is extremely unsettling & unforgiving & the execution to the Magnum-Opus is of paramount proportions. Scott's Direction is brilliant, probably his bravest effort since 'Gladiator'. The Legendary Storyteller is in complete command this time around & deserves distinction marks. I loved the bleak atmosphere Scott creates from the very beginning, it goes with the film's structure most appropriately.

Jon Spaihts & Damon Lindelof's Screenplay is excellent, it offers shocking & thought-provoking moments. Dariusz Wolski's Cinematography is award-worthy. Pietro Scalia's Editing is proper. Graphics are outstanding.

Performance-Wise: Noomi Rapace is terrific, as always. What A Splendid Performer! Michael Fassbender is exceptional as the android. I love how Fassbender is shown as a Peter O'Toole fan here. Logan Marshall-Green is very convincing, while Charlize Theron steals every scene she's in. Idris Elba is first-rate. A creepy Guy Pearce leaves a lasting impression. Sean Harris & Rafe Spall get limited scope.

On the whole, 'Prometheus' is A Must Watch. Two Thumbs Up!","10"
"hellspawn77","Alright Ridley, where's the real movie?","11 June 2012","I've now seen Prometheus. movie? I'm serious. I know you've got a sense of humor. Remember the poison food gag from Gladiator? We all had a nice chuckle over that one.

Really, where's the real movie? You know, the prequel to Alien you went on about for a bit on the DVD to the wonderful film you made back in '79. That movie is very good. Where's the prequel I asked for? Oh, that's right. I never asked for a prequel. Just like I never asked if Deckard was a Replicant.

The movie I saw in the trailer for the movie Prometheus looked very good. It had that nice Alien trailer music from the trailer for Alien. That led me to think that I was going to see an Alien movie. THERE'S the ship from Alien. THERE'S the Space Jockey, right there in the trailer. So, where's the other Alien stuff? Oh, I see it now, Ridley. You're not kidding. Prometheus IS the final product of 30+ years of anticipation. 30 years of wondering what those eggs were doing on that ship. Wondering how that Space Jockey ended up dead like that IN HIS SEAT! Wondering where this whole Alien thing started.

But hey, at least we got to see a guy smoking pot out of his space suit respirator. At least we got to see that these Space Jockeys are just big humans. At least we got to see Guy Pearce play an old man when an old man in the part would have been just as good. At least we got to see the Kraken from Pirates of the Caribbean back on the big screen.

But hey, at least you want to get back to Blade Runner. Judging from this... movie, Blade Runner 2 is gonna rock.

PS David Fincher, sorry about what I said regarding Alien 3. I thought you made the worst Alien film... I was wrong.","2"
"tmilionis","Over-reaching, ambitious and flawed....","2 June 2012","Spoiler Alert -------------------------

If one is going to make a movie about exogenesis, I would suggest that more that a couple of hours needs to be dedicated to tell the story.

I left the cinema elated, but with an uneasy feeling that the movie would begin to unravel in my mind as I took time to reflect, like a bad restaurant experience which gets progressively worse as you tell your friends over time.

Let me take some time to list the great bits. It is visually stunning. The space sequences are gorgeous. The star-map is brilliant. The dream-sequence is magical. The 'Space Jockey' is excellently linked to the Alien version. The essential archetypes are all there; an android with a hidden agenda, a bunch of disposable and irritating crew members, a corporate 'droid', perhaps, a egomaniac trillionaire who does not want to die and a resilient heroine.

The lousy bits swamp the movie. The science is hocus-pocus at best. The script is diabolical; people do not behave rationally and do not seem to be motivated logically. Back-stories are started pointlessly; who cares about Shaw's father dying of ebola, by way of example? Events are left hanging as if the film needed to be cut by a blind surgeon to fit the transit time of 60oz cola through the bladder of an average viewer. Did Vickers and Janek get to consummate their brief flirtation? Do we give a damn?

The horror is there.... but somehow diluted and unreal. At one point, whilst Shaw was submitting herself to the aborting scalpel, my wife leaned over and whispered... ""The Clawwwwwwww! The Claw is our master."" The fake suspense was shattered by the indelible image in my mind of a green, three-eyed alien from Toy Story, popping its head out of Shaw's sliced abdomen. So much for updating the 'chest-bursting' sequence of the original.

I await the corrective action of a 'director's cut'. Nuff said.","6"
"grant-dewar","Do not trust the rating of this film","14 June 2012","It is garbage. Trumped up, over-hyped and over marketed garbage. The only thing that was passably good were the effects but any film with a decent budget can put together some comparable SFX these days.

My biggest problem with this film was the characters or lack thereof. So this is apparently a trillion dollar mission to potentially make first contact with an alien species and yet it is populated by characters so stupid that they make George Bush look like a bright beacon of the Intelligentsia.

A prime example being Charlize Theron's character who wants to run a multi-trillion dollar corporate empire and yet has difficulty with a simple 50:50 decision on which way to run when a long thing spaceship is falling towards her. Imagine asking an 8 year old child 'You are at the base of a tree, it starts falling towards you. Do you: A) Run along the length of the tree and get crushed to death? or B) Step aside and watch the tree fall?' This is not even the worst of the stupidity displayed by the characters, for whom there was also zero development during the film. I did not care at all when any of the characters died and in most cases was happy to see them get what they deserved. There was no suspense, no real drama, no atmosphere and far too much stupidity to make the film palatable.

I have never walked out of a film in my life and the only reason I stayed in the theatre was to see if they explained the Jockey from Alien. When, unsurprisingly, this did not occur I was upset with myself for not just leaving earlier when I realised that the writers were treating the audience like magpies and basically going 'Look at the shiny shiny!' I can't actually be bothered writing any more about how awful this film was, it has stolen enough time from me already. See it on netflix when it will cost you couple bucks - even then it is probably not worth your time.","1"
"deimos47ca","HORRIBLE. Implausible. No atmosphere. No horror. No sense.","19 June 2012","I gave a very generous 4/10, only because it pays some homage to Alien series.

The movie is a mishmash of ""Contact"" (ie religion/belief/first-contact) and ""The Thing"" and ""Blade Runner/AI"". First 1 minute of movie reveals the robot, David.

There is no suspense. There is no atmosphere. If you like horror flicks, you WILL be disappointed.

There is no SCI-FI. There is no cool tech. Or moral dilemmas for that matter. Those who grew up with Jurassic Park (technology lets biology run amock), or Star Trek (how to deal with first contact), will be very disappointed.

What this waste of a movie does have is an incompetent crew and plot with more holes than swiss cheese, some scare gag aliens killing people at random times, and of course those huge awe inspiring shots of a giant head / space ship.

If your idea of a good time is staring at the big head poster for this movie, with your buddy jump-scaring you every now and then, then you're in for a treat. However, if you're looking for at least B-Movie logic and some logical plot progression and character development, then like me and 99% of audience, you'll be warning others of seeing this.

There is a very good reason 2nd week sales are down over 60%. Stay away = it sucks.","4"
"pazu7","Shiny and vapid. MST3K material.","10 June 2012","Prometheus is a glossy CG driven farce of 'neo'generic and comically idiotic characters, magic technology, predictable plot points, hackneyed dialog (made all the more insufferable by a pretentious innuendo of depth), absurd and superfluous action scenes and a non-stop score that is as trite as ineffective. Seriously, I don't even know what to say to express how freekin bad this is. And Ridley Scott? Are you serious? See, I just didn't believe the man who started the 'Alien' franchise with that innovative and exciting first film, could return to produce something awful. And that's why I went. Many years ago after some other big budget industry insult, I had vowed to never see a film on opening weekend; but to wait for word of mouth from people I trust. But this time I figured, 'Hey, it's Ridley Scott. What could go wrong?' Prometheus. That's what went wrong. And I love escapist romps, man. That why I went. But, omg... what a stinker. It's not even funny. I am genuinely p*ssed. P*ssed that Scott could create such horrendous pap and p*ssed that anyone could sit through it and give it a positive rating. How? It's beyond me. This film deserves to fail. After all that hype, it's a freekin insult. Be warned. There is something evil in the universe. And it's playing at a theater near you. Stay away, for the sake of humanity.

Addendum: I wanted to add that if this had been just another AVP type knock off, it wouldn't have made me angry because I would have expected porridge and just waited for the DVD. Like I said, I enjoy mindless fun now and then. But this was made by Ridley Scott and that is the only reason I went to the theater. And that is the reason for the low rating and the anger. Big let down, Mr Scott.","3"
"interquam","goofball","8 June 2012","The story itself doesn't follow up and is completely goofed up. Is this supposed to be a prequel....i heard someone said its not a prequel and then it is a prequel..

A very decent film but a failing plot. Actors are a fraction of the other films in the franchise...... The ending where the ""superhuman"" comes to the pod to kill Noomi rapace, a proto-facehugger shows up....born of Noomi herself with no correlation in form nor appearance just seems ridiculous as far as accuracy is concerned. the logic of how the crew of Nostromo finds this derelict spacecraft with the superhuman with its helmet on with its chest busted and transmitting a WARNING signal into deep space .......doesn't quite fit in.

How does Noomi perform caesarean section on herself in that surgical pod seems amazing but then looking like a million bucks and running and screaming all over the place.........duh!

By indication my guess is that the superhuman and the spacecraft are at least 2000 years old once they conduct a carbon dating, give and take 200 years before Alien-1

Im assuming how did the Nostromo guys not be able to fire this craft up in the firstplace..... This movie doesn't justify that....

In this film The crew were a bunch of dud's with idiocy lurking amidst. With absolute no common sense, everything is left to technology. Very predictable. No amount of human sharpness and ability to scrutinize can ever be compromised ..... this is clearly shown in Alien with Ian Holm's character as an android. It is clearly confused and nobody will ever trust ""him"". How do the crew of prometheus trust a droid with homosexual tendencies!? How does he spike Logan's drink with that bug. How does Logan-Marshall greene turn into an alcoholic at some edge of the universe? Immaturity at its finest.

In the end after doing everything Shaw and David take off to another place in some other star system to ask these super-humans why they made humans on earth and some other questions.....operating the derelict spacecraft with the help of David ......just seems flamboyantly outrageous.

At the end of it all id like to than Mr. Ridley Scott for resurrecting the franchise. Thank You","7"
