"reviewer_username","review_title","review_date","review_text","rating"
"valdezstyle","Absolutely Iconic","18 December 2020","Charlie Swan Charlie Swan Charlie Swan Charlie Swan","10"
"WBlover13","Very Much Worth It, But Don't Compare it.","20 November 2008","I LOVE Twilight very much and i will admit i had high expectations going into the movie and i don't think it disappointed. I got to see it twice tonight and during the first time i will admit i was searching for what was and wasn't in the book but the second time around i just sat back and watched and it was REALLY good. Compareing it to the book is unfair and to go in thinking you are going to see word for word scene for scene of the book exactly how you imagined it in your mind is really stupid in my opinion. Just go in with the mind set that you are just going to see a movie that looked good in the trailers and you should be good. don't compare. Kristen Stewart and Robert Pattinson have extremely intense chemistry together and even if you are not Team Edward you can't help but root for them.Each other character although they had small parts were all very good as well and the movie has a sense of humor about it that i really enjoyed. All in all i give it a 9 out of 10.","9"
"genifermichel","Worst. Movie. Ever.","18 July 2021","This is so bad it could be a cult classic. Stewart is the absolute worst actress. She thinks acting is head shaking, lip biting, stuttering, and blinking excessively. It's impossible not to see it then you can't unsee it. How is she an ""actress"" that makes money? Watching this was physically painful. The story was inane and the acting is pitifully poor. I don't get how this is supposed to be someone's version of romantic or entertaining. Mega stupid and so gross.","1"
"eugenia_loli","One of the best films I've ever seen","6 September 2020","The Twilight film (in contrast to the book) is one of the best films I've seen put together. The script is on point and flows, the direction is flawless, and the editing is organic. All 3 things made by women who were able to capture the female sensibility and romance perfectly. I've never seen another film in the history of cinema that did that.

To make it clear: I can't stand the subsequent films, neither any of the books (including the book for this film). The story went off the rails and lost focus after the first book (which itself wasn't as tightly written and smart as the actual scriptwriting for this film). And giving the direction job to male directors for the subsequent films, it lost its magic.

But this first film, it's highly on point and I consider it the only valid Twilight experience, I avoid watching ALL the rest of the films.

I only subtracted 1 point because I found that the last act with the hunt was made in a rush, in both the film and the book. It should have had a different ending, that puts forward the second film/book, instead of Meyer making the plot up as she went along for these subsequent books/films, making the whole story laughable. She obviously hadn't thought the whole story when she wrote the first book and this is the main problem I have with the saga.","10"
"chambers-dc","An entire generation of teenage girls...RUINED!!!","4 July 2010","Now the phrase 'dragged to the cinema' is commonly used by people who end up watching a film on the silver screen that they feel embarrassed about having watched. These movie goers know that they have witnessed a truly horrible film and want to forewarn the entire world not to see it, while somehow still maintaining their dignity in having actually watched it in the first place.

Now I'm not going to lie, I have never so much as thought about the Twilight saga, read any of the books or anticipated any of the film releases, but I do recall going out on a date with a girl whom I had a certain penchant for, and in willing to please her we went out, got something to eat and had a nice time. And then she suggested we watch a film in the adjacent cinema.

Now at this point, alarm bells rang. I knew she was crazy about Twilight. I mean, she had already watched the film TWO times in the cinema and it had only been out for a week. But, as is my chivalrous and relaxed nature, I went along with it, telling her that she could choose the film as there was not much out at the time. But in the back of my head I knew what I was getting myself into.

I mean, where to start? How about with analysis of the word 'saga', which comes from early Scadinavian and Germanic settlers and means 'epic or legendary tales'. How this term can be so much as coined to describe this plight, nay, disease that is the scourge of the earth at the moment is beyond belief.

There was nothing that I saw in that film that even made me want to think about watching or reading anything related to the name 'Stephanie Meyer' again. She has been blacklisted from my subconscious, and this travesty of a 'saga' is dead to me now, despite having only scraped the surface of this

Now, I have watched films such as 'Trolls 2' that has been given a rating of 2, and Twilight does not hold a candle to that film. Literally. I would honestly choose that film over this 100 times out of 100. I would in no way describe myself as a film snob, though I would never go out of my way to watch a film that has been ill recommended to me by like minded movie goers, but Twilight is the anomaly. The film that proves that sometimes the most shameful target audiences can prove the most effective - the teen/tween female population who have watched too many sappy animations (I love Pixar releases so this isn't a jab at Disney as a concept) to believe that this storyline could happen to them if they squint hard enough and imagine.

When it actually comes down to me describing the film, the inclusion of Muse gained it one star, whose publicists must be lapping up the adulation at the moment, though whom may be regretting it as soon as the band release a song about vampires and werewolves. The storyline isn't even a bad one, and I could imagine the books to be at least somewhat readable in a very acute (LSD?) state of mind, but the film screams money. Simple as that. And as I count, I believe we are on the 3rd or 4th one now within the space of 2 years, and my hypothesis then rings true now.

The acting was wooden, the 'romance' was transparent, the fight scenes were laughable and yet this girl (both the one sitting next to me and the big manly one on the screen) was lapping it up! Swooning when Edward 'sparkles' (how a girl could find sparkling an attractive quality in a man is beyond me) and crying at the end when they declare undying love for each other, that was read straight off of a cue card.

Suffice to say I haven't spoken to her since.","1"
"westinowich","No character in any of the characters","31 May 2012","The unlikeliness in this story simply is too high. Let's simply sum up the main lines in the two main characters: One of them is an ancient vampire, full of life experiences and cultural understanding very few people will ever obtain. The other is a teenage girl, with absolutely nothing in common with this ancient creature, however this is supposed to be the beauty in the story, (the VERY cliché-like model): The meeting of opposites. HOWEVER this attempt simply is too far out. ALSO, the characters don't evolve during the entire movie, (except they fall in love)... This movie basically contributes with nothing.

This is one of many modern vampire stories, where vampires co-exist with humans in modern society. The latest movie with an attempt at creating a REAL vampire (true to the vampire legend) was Van Helsing.

Twilight is a tier 5 chick flick, and just as horrible as titles such as 'mean girls' and 'sex and the city'.","1"
"lxmerrifield","Well... I dunno","21 August 2013","An emo girl caught between her choice of love, Necrophilia or Bestiality. She seems to choose Necrophilia. The plot is completely stupid, the actors have no talent, Edward looked like something that died in the bathtub and then was magically reanimated and continued to look like he spent too long submerged in the water. The idea of vampires is pretty cool but this movie makes them all look like a bunch of losers. Sometimes I wonder why people make movies like this. Is it to invoke a reaction of disgust from people? it could be, they problem enjoy taking the money of they people who had the misfortune of watching movies like this and laugh as they know that those people can never get their money back.","1"
"landcguinn","I love it - love it - love it","11 May 2015","I can't begin to tell you why I love the Twilight Saga Series so much. Because it appeals to a younger genre, it took me a while to get interested. But, once I did - I was hooked almost immediately. I have all the DVDs and almost all the Sound Tracks and Scores. Carter Burwell is amazing! Anyhow, having lived in Seattle for nearly 9 years probably swayed me just a bit. I can't say there is tremendous acting, but there is enough here and there that you start to form a ""relationship"" with the characters. I am probably an oddball, but I like Kristen Stewart, and have watched her in several films. I kind of wish they had cast her in Hunger Games, but that's just me. I have watched all 5 Twilight's now probably close to 100 times, and each time I try to find something to hate about it so that I'll stop this infatuation, but I just cannot. Call me old-fashioned, but there is just something about a good love story that gets me every time, and for the story to include a gawky, awkward little girl falling in love with a suave and gorgeous vampire - well, you got me! You can have the werewolves, just don;t find Taylor Lautner all that hot.","10"
"la_petunia","Even the target audience should deserve more","4 January 2009","I didn't expect a true adaptation of the book, but I thought the book read well enough to be an easy translation into a decent screenplay. It is disappointing that the director didn't see that this could have been the next Harry Potter quality of series and instead tried to string together several music videos. If you didn't care at all about the careful building of a very ordinary town that Stephanie Meyer so beautifully crafted, or the key features of the characters in the books, then you might like this movie. The acting was hit or miss, the swirling camera scenes were obnoxious, and anyone who read the book would be horrified to see the compassionate and gentle Carlisle played as a cocky slick haired and insignificant character. The actor who played Victoria fits the description of Esme instead of the wild looking Victoria, but the actors playing Alice, Rosalie, Angela, Mike, Bella, and Edward were more representative of the book. I hope they make more because I liked the story so much, I just hope they will take more care next time to develop the setting and characters next time, even if they feel the need to leave in the swirling music video clips.","2"
"enaye","The ratings on this are heavily biased and memes","1 August 2021","Don't let the ratings fool you, I'm not a fan of the twilight series but its an okay decent film to watch on a date night. It's like a 6-7/10 typa movie.","6"
"h_wilson92","Loved this movie!","9 August 2010","I don't get why people are hating on this movie - I thought it was so awesome! Everyone told me that has seen this movie that it is really good before they saw it and I wasn't really interested in it at first but there was a DVD lying around and i decided to watch it one night because there was nothing on and I was like ""this is a very cool movie"" after I saw it.I really liked the plot,music and characters especially Bella (played by Kirsten Stewart) Edward (played by Robert Pattinson) and Jacob (played by Taylor Lautner).I didn't understand why people were fussing over this movie so much until i finished watching this movie and I can see why it is so popular.I have seen this movie at least 10 times and It never gets old or boring.It had a lot of action and suspense.Another great thing about this movie is that there is no profanity in it 10/10 for this movie","10"
"krips-from-iit-kgp","Obsessed with Isabella Swan......","15 June 2009","This is for all, those who did not read the book, and those who apprehend the talent of Kristen Stewart.........

First time when I saw the movie, I had no idea that it is based on some famous book. I saw it as one of my friend asked me to do so. I don't know if the book was better or not, but I swear, I did find the movie perfect. And by the way, how can you compare, from every point, a movie with a book?

The beginning was fantastic. The first half will completely get you on the character and plot. I never saw such a brilliant use of songs in a movie before. The track 'The full moon' by The Black Ghost, which opens the movie will do get you interested about the new journey of the Bella. No parts of the movie will make you feel that anything is shown in extreme. But, as the movie had a very simple story, it could not go critical (perhaps that was a plus point) and ended predictably.

I don't know why I watched this movie many many times.

12/10 in acting! The role of Isabella and Edward played by Kristen Stewart and Robert Pattinson is priceless.

Isabella Swan is little insecure, clumsy and introvert in nature. She always has complex thing going in her mind. All these things shown by Kristen is so perfect. The acting was so deep that it can get you obsessed with Bella. I think this is the height of acting: to make someone to have a crush and obsession with a character. Kristen, now in 19, has already shown her talent. No other actress have got such stardom in this young age. I think that one day she will be considered as one of the best actress in the history of Hollywood, and I know, that day is not very far.","8"
"freeballer","piece of crap!","24 November 2009","First don't read if you don't want to hear plot, and don't reply because I don't give a crap. I couldn't give it a 0 or I would, I cannot understand how I didn't fall asleep but it wasn't lack of trying.

I tried giving this a chance and see what the big deal is. It was horrible, unimaginative and uninspired. The writer is talentless, the characters dialogue is pretentious and the story itself is obviously some weird, sick mast aid. Vampires are not cuddly (if they were real) --why? because they'd pucking eat us all -- and Eddy there (character) has been done over and over. Short list would be 'Buffy the Vampire Slayer"". Which is a good point, if we were to believe she actually wrote this crap it was after she fell asleep dreaming of Angel/Spike.

I had a moment, where i was actually interested in the plot line. At the start.. I'm a sucker (get it?) for a werewolf story. The territorial line thing made a bit of sense. But noOoOoo! We need to wait for part 2. Which I'm sure it'll be those damn love triangle plot lines that would never, ever happen in real life. And with two super human beings all hot and horny who thinks it would lead to murder? Quite a ""stable"" relationship as well. Not only is your bf an undead, killer but he can't take a stroll in the park, beach, mall, public with you unless its cloudy? How romantic.. And lets forget common sense for a moment, this as- was abusive throughout the whole movie and Bella was thrown around like a helpless rag-doll. Heaven forbid Eddy there losses his temper when he comes home from work and his food isn't on the table.

But lets talk about the difference of guys and girls for a sec. Guys watch for; plot line, effects, action, hot chick. (and not necessarily in that order) 1) Plotine - sucked, for reasons above 2) effects - We hardly could see the harness when those two climbed the trees or the half bed truck they ran on.. sure! Eddy there glowing in daylight.. umm, kay? 3) action - none. Even the last fight was lame -- and worse yet I wanted her to stand up for herself 4) hot chick - Guys are honest about who they think is hot or they'll watch a movie only for a hottie - why can't women? Its not a great but its honesty none the less. Almost none (less than 4%) of these girls ""starring"" in this ""movie"" aren't even mature enough to know what an adult relationship is. So definitely no reason to watch 2nd, 5th, 40th film.

Oh and for Ms. Myer. Don't pull some lame ass M. Night crap and put yourself into the film. Nobody f'n cares!","1"
"Asentiff2004","enjoyable.... if your a adolescent girl","26 January 2014","A seemingly normal but shy teenage girl discovers that vampires exists and falls in love with one only to realize there is more at stake for her affection than she is aware of.

Horribly clichéd with terrible acting and a dull and senseless script. When one conveys emotion through the same facial expression throughout not only this film, but every single one to follow. This film while hugely popular has its niche audience in young adolescence girls. Much of this film is left to be desired, the effects seem mediocre as does most of the film, undeserved of the attention and mindless praise it gets. A different spin on the vampire mythos that detracts from the true definition of what they are supposed to be, having gone on to spawn several less then impressive sequels, i find that these films have its built in audience and largely is not impressive in its clichéd story, bad acting, horrible direction and overly cheesy dialog. If your under the age of 17 then this is indeed the film for you. For true lovers of vampire films id suggest a dozen others that not only stay true to the mythos of the vampire but do so in a more professional manner.","1"
"Dark_liquid","Laughed my ass off! What a money sucking crap.","28 June 2009","I couldn't freaking believe it. What an incredible piece of ****. I had the awful experience to read the book, i had the double awful experience of hearing some friends blabber about what wonderful story it is, and last but not least, i had one of the worst cinematic experiences in my life watching this movie!

All of you die-hard fans better shut up and stick with your beloved Twilight novels. As i've noticed, any normal person above the age of 15, with some decent values of good acting and satisfying plot agrees with me about this movie. Actually, what the hell am i saying, the fans of Twilight are already teens full of the secret desperate wish of being noticed by a hot vampire. One of my greatest interests is literature and especially Gothic arts, besides i'm a writer myself, and i still can't stop wondering why the heck people say that Twilight is a good serial. OK, you may like it, it's your right, you're amazed by the story because it matches to your own shallow dark fantasies, but you can't say it's GOOD, because it simply ISN'T.

Alright, about the movie. I watched it yesterday with my brother and his girlfriend, and all i can say is that we didn't know how to react on most of the scenes. I laughed at most of them, because i didn't know what else to do, apart from covering my eyes. I mean, what in the world was happening to Bella? What personality did she show in this movie? ""Hi, i'm Bella and i'm very misanthropic. I love Edward, i'm not sure why, i guess because he's hot and he can always save my ass when i get in trouble, because, ya know, he has these superpowers. Other than that, i'm lame, unfriendly, don't have any facial expressions and can't feel any other emotions, and i like to stare at people with the most painful look i can pull of, and make them think i am about to puke."" Geez. There are TOO many awkward scenes, it's just unbearable to watch it. They stare at each other, they stare at other people, they stutter and engage in meaningless, boring and extremely irritant chats...i'm simply speechless. Actually, i'm only left to wonder was that horrible acting part of Catherine's wonderful plan, or they are naturally so untalented? Indeed, all of the Cullen vampires acted very strangely, they all looked like they're about to puke!

One of the weirdest things (but also one of the things anyone hardly notices) is the amount of friends Bella made in her new school. I mean, being so indifferent, boring, confused and cold blooded all the time, and avoiding contact with humans at almost any cost, and all of those people simply felt a unexplainable urge to have her as a friend? That's definitely not the way things are in the real world.

The romance between Bella and Edward also was a pure pain in the ass. It almost made me suicidal. Yuck! When did that love-for-eternity happen? At one point the viewer is very confused, torn between Edwards stupid facial expression and Bella's boring character, and right in the other minute she confesses that she wants to have him for eternity. What the heck? It simply looks like her character is invented only for the purpose of adoring Edward, even though ""he could hurt her"".

Pathetic from every angle. I'm so sick and tired of these glittery Hollywood twists of beautiful legends and stories. They have a way of ripping the soul out of every one of them. I hope that the cast, director and of course that Meyer woman made a lot of money out of this hilarious tragedy, because that was their only goal with this crappy serial and this even crappier movie (yes, that is possible) anyway. Most of the fans of the books don't even bother to be honest to themselves and admit that this is a bad movie. But nevermind, they're fans already and they'll swallow up anything related to the *brand* Twilight, a situation very similar to a mass brainwash, hm? But i STRONGLY recommend the non-Twilighters to stay away from this...thing. Your eyeballs shall never forgive you.","1"
"dolphindreams2003","The movie KILLED the story!","21 November 2008","I absolutely hated this movie. I went in prepared and fully aware that it wasn't going to be like the book and that they were going to change it so it was more adaptable to the film. I didn't really have any high expectations, I just wanted to see some parts of to life or at least attempt to come to life. I was utterly ""mouth dropping"" disappointed. I don't know how Stephenie Meyer could have let this even happen to her precious story. There was no character construction, you didn't connect with the characters and this has nothing to do with casting for the actors. I don't even blame it on the director. THERE WAS NOOOOOOOOOOOO SUBSTANCE AT ALL!!! You didn't feel any connection with the love story. Events meshed in and clashed due to wrong timing and placement of scenes. Crucial scenes were left out for useless scenes ( field trip?!?!?!?!) Even though the scenery was breathtaking they could have cut out at least 40 minutes of it to develop the storyline better. They killed the story. It was horrible just plain horrible. This was worse than adaptation of Harry Potter. I was disappointed when i first saw Harry Potter, even though i accepted that it would not be the same and still enjoyed the movie. This is on a whole new story. At least Harry Potter made you feel like it was the essence of the story still there just cut short. Twilight was just like seeing two strangers that have no real established connection no relationship (They don't even have a friendship) and then suddenly they are together and now they are trying to save this girl who doesn't even seem like is in that much danger to the very end. I laughed in some parts but then there were parts where it was not meant to be funny and they tried too hard to turn the situation into a comical moment.

Also the fact that inconsiderate fangirls were cheering for every useless pathetic scene in that movie didn't help to get into it. How can you call yourself a fan of the series if the essence of it was never even portrayed. Even if it wasn't close to the movie at least show some bonding of characters. I don't know how anyone who claims to be a fan of the book can enjoy this movie without cringing at the fact that they ruined the most basic story. Again, I am not talking about the actors' performance nor the directing. I'm talking about the beautiful aching and pain of the story. The soul of the story was never there.

Will not go to another premier of any further movies. Will consider going to other movies but only to go see some the ""story parts"" being visualized. If you disagree, that is completely fine! To each their own! All i know is i love the book and will always love it but this movie killed me tonight!","1"
"malefor0001","Vampires don't Sparkle, sorry.","14 October 2010","As if the books were bad enough, now a film. This film has just attracted squealing annoying fangirls to our cinemas and all we hear now on the internet is ""Edward/ Jocob/ Bella is so hawwwwwt"". Twilight is not good at all, why? Firstly, The vampires themselves have been badly designed, as Vampires do not Sparkle in the sun. Also Vampires, since the time of Dracula, have been known to have ""No feelings, especially love"". The film itself is just a very poor excuse at matching Vampires, a horrific blood sucking beast, with romance, a teenage fantasy. A better film than this would be The Lost Boys, which makes Vampires how they should be.","1"
"wedelfamily","Hollywood is SCREWED UP","3 January 2010","how could anyone like this movie, i don't know,my only theory is that the movie theater put booze in the popcorn and people were hallucinating, because this movie is completely idiotic. I have a message for Hollywood, and it's completely insane because they've only done it a few times in recent history: make a decent movie,please. If you want to waste two hours of your life, go ahead and see it. I mean, seriously, these twilight fans need to get a life. For GODS SAKE, don't see it, you will regret it very much, unless you're one of those rabid hyena fans

1/10","1"
"mrwesleypipes07","...yeah","18 February 2012","To read the full review, go to:

http://filmstudiesforyou.blogspot.com/2012/02/chronicle-review.html

Never have I felt so uncomfortable watching a movie before in my life. This made Cop Out (2010) look like it had a chance of giving Chinatown (1974) a run for its money, and I didn't even see Cop Out! If it makes you feel any better, I watched Twilight in a film studies class back in college, so it was not a matter of seeing it just because my hypothetical girlfriend ""made me,"" but more along the lines of seeing it so I could pass. And no, the A was not worth it. The class was called film theory and criticism.

This is where the CRITICISM of ""film theory and criticism"" really starts to spread its wings.

Obviously with any film, in this case, a movie, you need to take notes about how it relates to the subject you are studying. I took notes on Twilight. Not on the thematic material, but more like notes you find on a rough draft. A ROUGH draft. Instead of using them to help myself write a paper, I should have given them to Catherine Hardwicke because nobody else apparently did. My evidence? Twilight is a 5.4 on IMDb.com. Eclipse is a 4.8. Breaking dawn is a 4.7. Given this trend, BD part II will be around a 4.5, which, by the way, was a preview for the film I am supposed to be doing a review about. Why am I using IMDb? Because everyone can vote. Including those who didn't even see the movie. Good job, guys!

I can't remember everything that was wrong with Twilight, and I am not about to watch it again to remember.

Number 1: Anna Kendrick.

In an interview with Anna Kendrick, she vowed to never do a nude scene in a movie. She won't sell out. Fair enough. But if that's the case, then why did she sign on to Twilight? Anne Hathaway got naked in Havoc (2005), and got, quite literally, thrusted into success. I guess selling out is a term we throw around quite loosely. However, I digress. It's a game well played if you can go from starring under Kirsten Stewart to being a supporting actress to George Clooney.

Don't worry, Anna. You are but the shore in my sea of hatred for Twilight.

Number 18: The Truck.

There's always that first several sequences of a movie that makes us believe in the protagonist. It's what's used to get us to root for them. It's those things they have that separate them from everybody else. Trying to keep with this important law of screen writing, Bella's father gives her a truck more beat than a dead hooker in a motel of the Las Vegas outskirts in a Tarantino film. When she gets to school, some jock jokingly says ""Nice truck."" I noticed that the same beat up old truck was just like half of all the other modes of transportation at that high school, so if that was some kind of attempt to make us ""feel"" for Bella, it ran on empty.

Number 37: The Fan.

No, not the Twi-hards. How dare you make a Die Hard pun to describe someone who likes this garbage! You know when a model is at a photo shoot and a fan is there to wave her hair about in a sexual manner? When Bella and Edward first exchange glances, a fan, seen in the background, thrusts Bella's hair about in this same fashion. I have one question. What the hell is a fan doing in a classroom in Forks, WA? If you ever crack that code, run me down and tackle me if you have to. I will understand.

Number 86: Edward's Family.

Why weren't they the least bit reluctant to accept Bella? I mean, they are a vampire family, and they take her in and tell her everything? And not one of the family members is initially opposed to it? Where is the conflict?

Number 112: The baseball.

Edward and his brother leap up for a baseball and they collide in midair. The ball is seen zooming past both of them without any indication of slowing down. When we see Edward and his brother lying on the ground in pain, the ball lands right beside them. While it remains an indisputable fact that the writers of Twilight do not understand chemistry, the editors haven't the slightest clue about the fundamentals of physics.

The verdict.

Oh, yeah, Chronicle was pretty cool. I'd watch it If I were you. B+.","2"
"filmdwerper","Probably the Best Movie in 10 years","14 May 2014","I've been watching quality films all my life. This movie, in my humble opinion, is a cinema masterpiece.

Don't believe the bad reviews. They are jealous of the main characters who found true love on screen. It was the first movie in a decade I had to watch back to back, because you will probably miss a lot on your first viewing.

First of all, Kristen Stewart is excellent. The way she portrayed the character is unlike anything I have ever seen. She gave so much depth to Bella, it was even better than the Book (also brilliant). I don't the hate she gets for this role. She should have been awarded with at least a golden globe nomination.

Second of all Robert Pattersen is really handsome in this movie and also very good at acting. The best method actor currently alive. He dove so deep in this role, I don't know if he will ever recover.

The rest of the cast was also good.

I didn't like the bad guys. They were stupid and ugly. I hope they never act again.

I hope you like my review.","10"
"notevenslightly","After 10 years, still think it's good.","6 March 2021","Well, I kinda get it why the score isn't high enough, it's a bit unfair for people who never read the books, it's lines weren't matched, and there were a lot details only for people who had read all books to get. but it got the most covered. Nowadays with CGI stuff, movies can be glorious, but easy to forget. Compared with twilight, even the CGI and make up weren't that good(especially first 2),still can real get into head, almost impossible to forget. Soundtrack was well paired, the order of scenes made it very dramatic than books, but the communication is less touching than books. It is hard to generate a book into a 2 hours movie, but still It would better if the first 2 were longer, get some detailed level of all the characters.",NA
"Stampsfightclub","Stunning dark and intense fantasy romance","3 January 2009","Bella Swan's (Stewart) life changes when she falls in love with vampire Edward Cullen (Pattinson) Based on Stephanie Meyer's series, Twilight was the eagerly anticipated teen film of 2008 after the move of Harry Potter 6 to 2009.

The 4 novels have grossed millions worldwide and is no surprise with the heart stopping romantic fantasy about an ordinary girl and a vampire who want to be together and after fulfilling teenage girl's fantasies, this film had a massive weight on its shoulders and thankfully it has managed to stay grounded and do justice to the first novel and will undoubtedly fulfil fan's requirements.

The imagination of the book to take a love story and put a fantasy twist right at its core was genius by Meyer and this adaptation is far darker and more action packed than the novel, which is a great thing. If there was one thing the novel lacked it was a strong middle. There was a lot of repetition that dragged but here we see intensity and a strong hold on to Bella's tale.

The story never lacks and whilst die hard fans may feel disappointed by scenes missing from the book, it is a wonderful adaptation that generates that same strong feeling of love and lust.

If there is one film out there that has the most attractive cast then this is it. Everyone is slim, groomed, interesting and no doubt what teens want to see.

Kristen Stewart (Into the Wild) continues her rise to Hollywood with a wonderful representation of Bella but it will be Robert Pattinson's (Harry Potter 4) portrayal of the vampire that will get the fans talking. Dark, mysterious and attractive, he is the eye candy of the film and simply IS Edward Cullen right down to the bronze eyes.

There are great performances all round by an excellent supporting cast which in particular has a dark turn from Cam Gigandet as evil vampire James.

The settings help justify those from the book and there is a fantastic moment when Edward takes Bella up a tree to look at the lake below, which is romantic brilliance.

One stand out factor of this film was Hardwicke's choice of direction. The continuous use of extreme close shots of the character's eyes helps generate that feeling of intensity which ultimately gives the film that tense and exciting feeling.

Twilight is a fine adaptation with an attractive well performing cast that just about betters the best selling novel.","9"
"paul-888-783284","Awful, awful, awful","7 January 2014","Like the book, it's a terrible excuse for storytelling. Don't waste your time with this wish-fulfillment, Mary Sue melodrama unless you truly wish to lower the bar to all-new depths.

This is honestly the only movie so far that I've fallen asleep too, meaning that, as far as overall entertainment goes, you'll be better off putting your money on ""Glen or Glenda?"", ""Battlefield Earth"" or ""Freddie got Fingered"".

The truly tragic thing is that this summary actually puts it marginally ahead of the book itself. Don't bother with this film unless you have a death wish you want to act upon shortly.","1"
"tamarenne","fabulous movie 10 STARS","2 September 2009","I read with a certain amount of sadness the negative comments posted here about this film, and note that most of the criticism pertains to the fact that this movie as one ""enlightened"" critic put it ""has ""woman"" written all over it"". How sad that in this era of supposed female emancipation, that any film that does not cater to the adolescent male need for blood, gore and action, is vilified. This movie is tender, atmospheric and extremely entertaining. It is not another boring special effects movie, a cop movie, a war movie, or any of the other endlessly boring (to me) movies that spewed like bile by Hollywood.

A lot of the vampire fans are totally upset because the Vampires in this movie are not out killing people and because they are not the standard gore film Vampires... I wonder what all the fuss is about? Every Vampire film tends to change and modify the Vampire legend. In some movies they are killed just by exposing them to light. In some movies only a steak to the heart can do the job. There really is no standard behavior for Vampires people make it up... because Vampires don't really exist! It's a STORY people.

So in my mind it's just that this movie is more poetic and is something ""girlie girls"" of which I am a proud card carrying member, can love. So of course it is despised because I guess all forms of entertainment are expected to cater to males and male tastes.

Anyway I loved it and that is the first time I have been able to stand a movie about Vampires.","10"
"robertmaybeth","I'm far from the target audience and I really liked this new take on the old Vampire genre.","1 February 2018","I'm not sure why this movie gets so much hate. Sure there are silly parts, and parts even the filmmakers must realize are so absurd as to be silly. But those parts are few and the director pulls you right back into the story with consummate skill. I'm certain I can't watch another movie or TV show about zombies - the genre has been done to death in every way possible. But this new (to me) take on the story of an innocent girl who falls in love with a ""good"" vampire (""we only drink animal blood"") is engaging, well paced and beautifully filmed. Never has the pacific northwest looked more lush and inviting then in ""Twilight"" and it's the perfect backdrop for this part-gloomy, part scary (for small children mainly) and intriguing tale.

Bella is a blank slate, an 18 year old high school girl new to the city of Forks, Washington. She makes the acquaintance of a strange boy called Edward Cullin, who appears to strongly dislike her at first. After he saves her life from an out-of-control car (using apparently super-human strength) it only makes Bella more intrigued by the mysterious Edward. Bella soon learns Edward's secret - he's an immortal vampire who can accomplish amazing feats of strength (Edward climbs a tall tree ten times faster then any monkey, and with Bella riding on his back, no less) and run like the wind. But ""Twilight"" throws out the rest of vampire cliche - these vampires have no problem with daylight, and neither do they have fangs...and the Cullens even seem not to feed on people (""animal blood"") although as we find out, not all the vampires in the story are so benevolent. Bella and Edward soon fall in love, and the rest of the Cullen family (also immortal vampires) rally around Bella to protect her from a gang of 3 wandering ""hunter"" vampires who want to put Bella on the menu (""Looks like you brought me a snack!"" one of them even says).

The movie was, to me, refreshingly unpredictable and I found myself caring about the characters - even the rather wooden Bella (Kristen Stewart). After 10 years I finally watched the entire thing rather then the bits and pieces I had seen over the years, and thoroughly enjoyed it. My advice is, ignore the bad reviews, give this a watch and decide for yourself... as for me, I've got a lot of sequels to watch.","10"
"mindrip","garbage","21 July 2010","If you're not a 13 yo girl, I don't recommend watching this movie while eating, you might throw up.

Bad acting and excessive romantic (and extremely bad) dialogs, made me feel ashamed of myself for being in the theater. It fails to inspire any kind of emotion, except disgust.

The story: total crap across all of them. It's like watching a kids show, but filmed with better cameras.

And the most awful part about it, you can't unwatch it, you'll have to live with the anger, created by the fact that people you know actually enjoyed it.","1"
